QSO1_SC_M,PCP_Z1,PAAC1_E,QSO1_G_P,PCP_PC,QSO1_SC_C,PCP_Z3,QSO1_SC_N,Labels
0.1693101652383883,0.5042153929834104,0.173851590106007,0.0,0.364102564102564,0.0268739166584461,0.443520782396088,0.0818390909819088,nonDRNA
0.1485251645281947,0.5471852053304325,0.2130742049469964,0.25,0.364102564102564,0.0607798649962655,0.5129584352078239,0.1390989918870364,nonDRNA
0.0346101036882723,0.5194451998912156,0.262190812720848,0.25,0.4102564102564102,0.0308902072969659,0.3589242053789731,0.083624171825474,nonDRNA
0.0799204583116329,0.569757954854501,0.3925795053003533,0.25,0.2384615384615384,0.1903017150265639,0.7599022004889976,0.0386309803068965,nonDRNA
0.2192604516831589,0.5635028555887952,0.2851590106007067,0.25,0.3538461538461538,0.0383872831555361,0.4425427872860636,0.1932578869677655,nonDRNA
0.1735239808721178,0.5129181397878706,0.1957597173144876,0.25,0.3666666666666666,0.0602584518256507,0.3814180929095355,0.0978476044443935,RNA
0.1853605416410208,0.527604025020397,0.3102473498233215,0.25,0.3846153846153846,0.0490410225335043,0.4459657701711492,0.1294183611584717,nonDRNA
0.1231475782396666,0.5099265705738374,0.4042402826855123,0.25,0.3692307692307692,0.051323966685926,0.3853300733496332,0.1428636816148115,nonDRNA
0.2198049334785285,0.5099265705738374,0.4381625441696113,0.0,0.4282051282051282,0.0,0.3300733496332518,0.0676156583629893,nonDRNA
0.0891766488329151,0.4658689148762578,0.2180212014134275,0.0,0.3051282051282051,0.0530854976677329,0.3687041564792176,0.0933849023354807,nonDRNA
0.1032384830263718,0.4492793037802556,0.246643109540636,0.0,0.2974358974358974,0.1024365496540353,0.4880195599022005,0.3327001636324107,nonDRNA
0.1581364518725439,0.4462877345662224,0.2826855123674912,0.0,0.2794871794871795,0.0941362156677611,0.3985330073349633,0.1528647114691444,nonDRNA
0.0731736186733582,0.5006799020940984,0.1473498233215547,0.25,0.2666666666666666,0.052282239540029,0.4400977995110025,0.0707509926651485,nonDRNA
0.1423938260499029,0.4821865651346206,0.1063604240282685,0.25,0.2512820512820513,0.0308197460576936,0.5036674816625917,0.1626940989346729,nonDRNA
0.1900478197055063,0.663584443840087,0.0964664310954063,0.25,0.4333333333333333,0.0870196305012612,0.601955990220049,0.134258676522754,nonDRNA
0.110293073244638,0.4639651890127821,0.1166077738515901,0.0,0.3384615384615385,0.0328349375008807,0.4234718826405868,0.0799739103569017,nonDRNA
0.073931158562568,0.4800108784335055,0.2356890459363957,0.25,0.264102564102564,0.0110060455743295,0.4449877750611247,0.0714718906981268,nonDRNA
0.1217271909473983,0.5474571661680717,0.1579505300353356,0.0,0.2384615384615384,0.0027902650751821,0.4792176039119804,0.2873751301621448,nonDRNA
0.1197149756166848,0.5148218656513462,0.203886925795053,0.0,0.482051282051282,0.057017234819126,0.4097799511002445,0.0925839045210605,nonDRNA
0.1649069646323564,0.4957846070165896,0.2996466431095406,0.0,0.2743589743589743,0.007553444849988,0.3183374083129585,0.0919659919213649,nonDRNA
0.2438094787178637,0.5703018765297797,0.1978798586572438,0.0,0.2487179487179487,0.0435450458702667,0.5056234718826407,0.164994106944651,nonDRNA
0.0639174281520761,0.5066630405221648,0.2420494699646642,0.0,0.4205128205128205,0.0380490692070292,0.2792176039119804,0.0926983327802634,nonDRNA
0.0962549121727191,0.5123742181125918,0.1918727915194346,0.25,0.4179487179487179,0.0859345274164682,0.4523227383863081,0.0697783524619239,nonDRNA
0.2249420008522324,0.5156377481642643,0.2636042402826855,0.0,0.2974358974358974,0.0206028663632135,0.4498777506112469,0.1505532606332459,nonDRNA
0.1477912977605227,0.5178134348653793,0.3003533568904593,0.0,0.2487179487179487,0.012570285086174,0.465036674816626,0.0612305614994679,nonDRNA
0.1458264286728848,0.5441936361163991,0.2452296819787986,0.0,0.4025641025641026,0.0289313848451966,0.4889975550122249,0.0939799292833358,nonDRNA
0.1772643340750911,0.5344030459613816,0.2166077738515901,0.0,0.364102564102564,0.0263806879835402,0.4396088019559902,0.1356661441109496,nonDRNA
0.039036977415842,0.6401958118031004,0.207773851590106,0.0,0.5820512820512821,0.0,0.2577017114914425,0.0943232140609444,RNA
0.1106008238246295,0.526788142507479,0.2074204946996466,0.0,0.3769230769230769,0.065838981976015,0.4337408312958435,0.1247496881829936,nonDRNA
0.131030727711756,0.539026380201251,0.2159010600706714,0.25,0.4384615384615384,0.0693338594439199,0.4459657701711492,0.1477955395864562,nonDRNA
0.1977652573268311,0.4868098993744901,0.3452296819787985,0.25,0.4051282051282051,0.0,0.380440097799511,0.0191209621128033,nonDRNA
0.1181762227167274,0.6004895295077509,0.280565371024735,0.25,0.4512820512820512,0.0301433181606798,0.4234718826405868,0.0979162613999153,nonDRNA
0.2175796600539747,0.4462877345662224,0.1650176678445229,0.25,0.3076923076923076,0.0,0.4078239608801956,0.0375667974963096,nonDRNA
0.1444297145021542,0.6404677726407397,0.1908127208480565,0.25,0.4538461538461538,0.0573131720240695,0.4459657701711492,0.1396253618793697,nonDRNA
0.1264144690118839,0.4914332336143595,0.2607773851590106,0.0,0.3179487179487179,0.0376263017713955,0.376039119804401,0.142566168140884,nonDRNA
0.1051086596278585,0.6053848245852597,0.3413427561837456,0.0,0.3717948717948717,0.0208565268245937,0.3613691931540343,0.1016122941721687,RNA
0.1312201126840585,0.3769377209681806,0.1332155477031802,0.25,0.3230769230769231,0.1215033610011132,0.454278728606357,0.1057088258516323,nonDRNA
0.1043747928601865,0.4351373402230079,0.1632508833922261,0.0,0.2615384615384615,0.0124293626076295,0.3515892420537898,0.1009028389651108,nonDRNA
0.0959471615927276,0.5417459885776448,0.1374558303886925,0.25,0.3846153846153846,0.0913882273361423,0.5256723716381418,0.0927555469098648,DNA
0.1557928128403011,0.4704922491161272,0.2282685512367491,0.25,0.3,0.0983497977762432,0.4298288508557457,0.1026764769827556,nonDRNA
0.0915439609866957,0.4949687245036714,0.2431095406360424,0.0,0.4358974358974359,0.0408675187779202,0.2420537897310513,0.1106292409973567,RNA
0.0952606410681312,0.5610552080500408,0.227208480565371,0.0,0.3128205128205128,0.1020842434576739,0.4621026894865526,0.257875524939639,nonDRNA
0.1165664504521566,0.5509926570573837,0.2279151943462897,0.0,0.4025641025641026,0.0277617282732768,0.4850855745721271,0.1464910574315432,nonDRNA
0.0765588750532645,0.5444655969540385,0.1395759717314487,0.25,0.3846153846153846,0.1367370809317794,0.4630806845965771,0.0616882745362794,nonDRNA
0.2297239714028692,0.4691324449279304,0.276678445229682,0.0,0.3871794871794871,0.0195318555262749,0.4244498777506112,0.0793216692794452,nonDRNA
0.100160977226457,0.5422899102529236,0.2957597173144876,0.0,0.341025641025641,0.0298051042121728,0.4733496332518337,0.0242015768214118,nonDRNA
0.0579991477676246,0.4552624422083219,0.3872791519434629,0.25,0.358974358974359,0.008638547934781,0.3770171149144254,0.0315478710622375,RNA
0.1124236541830405,0.4702202882784879,0.3134275618374558,0.0,0.3435897435897436,0.0860472653993038,0.4400977995110025,0.1397397901385726,nonDRNA
0.0307513848776099,0.5392983410388904,0.1325088339222614,0.0,0.2102564102564102,0.0,0.497799511002445,0.2749596640386309,nonDRNA
0.1679134510676578,0.4027740005439216,0.2908127208480565,0.25,0.2923076923076923,0.0499852031397528,0.4244498777506112,0.0507260473046423,nonDRNA
0.1106244969461673,0.5575197171607288,0.3091872791519434,0.25,0.3435897435897436,0.0439114443144826,0.4850855745721271,0.026741884175716,nonDRNA
0.0619288859429004,0.4764753875441936,0.3007067137809187,0.0,0.3307692307692307,0.0552979805808824,0.4454767726161369,0.149683605863304,nonDRNA
0.1369490080962075,0.4938808811531139,0.2303886925795052,0.25,0.3461538461538461,0.0489141923028142,0.3872860635696822,0.1257795425158197,nonDRNA
0.0916859997159225,0.4364971444112048,0.319434628975265,0.25,0.3333333333333333,0.0181930919801017,0.3222493887530562,0.0147726882630934,nonDRNA
0.2501065290469201,0.4859940168615719,0.1795053003533568,0.0,0.3487179487179487,0.0297769197164639,0.4293398533007335,0.0725360735087137,nonDRNA
0.1564793333648975,0.500407941256459,0.1240282685512367,0.25,0.1358974358974359,0.1117797099815391,0.5794621026894866,0.2117723793067936,nonDRNA
0.123597367548885,0.6502583627957574,0.2565371024734982,0.25,0.3307692307692307,0.0196164090134017,0.5114914425427873,0.2588596079687839,nonDRNA
0.1693811846030017,0.5023116671199347,0.1017667844522968,0.0,0.2769230769230769,0.0756330942348613,0.5080684596577016,0.040942431142795,nonDRNA
0.0728895412149046,0.6023932553712265,0.472791519434629,0.0,0.2282051282051282,0.0433900311438677,0.4973105134474327,0.2114176517032646,nonDRNA
0.1076180105108659,0.4892575469132444,0.2876325088339223,0.25,0.364102564102564,0.0,0.4092909535452322,0.0346832053643967,nonDRNA
0.0968940864542398,0.5645906989393528,0.1424028268551236,0.0,0.3102564102564102,0.0576795704682853,0.5002444987775062,0.17563593505052,nonDRNA
0.0646276217982103,0.4949687245036714,0.2402826855123674,0.25,0.2512820512820513,0.0096109130367384,0.4180929095354523,0.0234234646588321,nonDRNA
0.0920410965389896,0.503943432145771,0.2289752650176678,0.25,0.3230769230769231,0.0934738800186017,0.4591687041564792,0.0732798571935325,nonDRNA
0.2314757823966668,0.4971444112047865,0.1162544169611307,0.0,0.2538461538461538,0.0306224545877312,0.5163814180929096,0.2610680733713997,nonDRNA
0.1004213815633729,0.5009518629317379,0.3268551236749116,0.0,0.3384615384615385,0.0747311903721762,0.4053789731051345,0.060681305855294,nonDRNA
0.2334406514843047,0.5322273592602665,0.1643109540636042,0.0,0.3230769230769231,0.1042262651315511,0.4508557457212714,0.3385016763739973,nonDRNA
0.1015576913971876,0.5042153929834104,0.2462897526501766,0.25,0.4333333333333333,0.078592466284297,0.3965770171149144,0.1079859482097698,nonDRNA
0.2407556460394867,0.4658689148762578,0.2102473498233215,0.0,0.2487179487179487,0.014331816067981,0.4288508557457213,0.0930988316874735,nonDRNA
0.0642251787320676,0.4827304868098993,0.1696113074204946,0.25,0.2538461538461538,0.0688265385211595,0.5105134474327628,0.1055600691146685,nonDRNA
0.1106008238246295,0.5368506935001359,0.2208480565371024,0.0,0.2974358974358974,0.0768027508067812,0.4885085574572127,0.2049181265805403,nonDRNA
0.1544434449126462,0.4558063638836007,0.2106007067137809,0.25,0.3384615384615385,0.0796916616169445,0.4630806845965771,0.1443398061585289,nonDRNA
0.1640310591354576,0.51319010062551,0.2508833922261484,0.25,0.3384615384615385,0.0836938600076098,0.4811735941320293,0.1642388804339119,nonDRNA
0.2002746082098385,0.5607832472124014,0.2173144876325088,0.0,0.3435897435897436,0.0198700694747819,0.4498777506112469,0.1505990319369271,nonDRNA
0.1478623171251361,0.5180853957030188,0.2932862190812721,0.0,0.3487179487179487,0.0338495793464015,0.410757946210269,0.1264546692451167,nonDRNA
0.0509682306708962,0.5036714713081316,0.1572438162544169,0.0,0.1974358974358974,0.0151632586913938,0.5139364303178484,0.1847558673089906,nonDRNA
0.211069551631078,0.4696763666032091,0.2151943462897526,0.0,0.3051282051282051,0.0523527007793013,0.4498777506112469,0.1105262555640741,nonDRNA
0.1623502675062733,0.6181669839543106,0.1575971731448763,0.0,0.1717948717948718,0.1405701723481912,0.6625916870415648,0.1569498003226876,nonDRNA
0.1936461341792529,0.5352189284742996,0.3487632508833922,0.0,0.3846153846153846,0.0,0.3100244498777506,0.074881852822373,nonDRNA
0.2407556460394867,0.4095730214849061,0.2028268551236749,0.0,0.3153846153846154,0.0690097377432674,0.4014669926650366,0.1120595942373928,nonDRNA
0.2279248141659959,0.4324177318466141,0.1431095406360424,0.25,0.2512820512820513,0.0,0.4449877750611247,0.1285258207366891,nonDRNA
0.2207992045831163,0.3032363339679086,0.1607773851590105,0.0,0.2666666666666666,0.005481884415383,0.3892420537897311,0.1156183130986028,nonDRNA
0.1186023389044079,0.4854500951862932,0.1992932862190812,0.25,0.3384615384615385,0.0141204323501641,0.467481662591687,0.0917142497511185,nonDRNA
0.118839070119786,0.5178134348653793,0.2989399293286219,0.0,0.3358974358974359,0.0265357027099392,0.4704156479217604,0.1148974150656246,nonDRNA
0.2112826097249183,0.554800108784335,0.2784452296819787,0.0,0.2512820512820513,0.0503093248404052,0.5114914425427873,0.1838404412353674,nonDRNA
0.2097438568249609,0.5330432417731846,0.2724381625441696,0.0,0.382051282051282,0.0832288158284128,0.4102689486552567,0.1182730487121099,nonDRNA
0.2394772974764452,0.5300516725591515,0.2141342756183745,0.25,0.3666666666666666,0.1090035371542114,0.4997555012224939,0.1225641084322184,DNA
0.131646228871739,0.4963285286918683,0.2611307420494699,0.25,0.358974358974359,0.0288750158537788,0.39119804400978,0.1004680115801398,nonDRNA
0.0727238293641399,0.6336687516997552,0.1332155477031802,0.0,0.3717948717948717,0.1515198489311029,0.482640586797066,0.0878809030678216,nonDRNA
0.1716064580275555,0.5379385368506935,0.2441696113074205,0.0,0.3179487179487179,0.1021547046969462,0.4860635696821516,0.2764930027119497,nonDRNA
0.2312390511812888,0.4585259722599945,0.1946996466431095,0.25,0.3948717948717948,0.0098363890024097,0.4449877750611247,0.1037864310970237,nonDRNA
0.1847687136025756,0.5792765841718792,0.1508833922261483,0.0,0.5692307692307692,0.0,0.1858190709046454,0.0893112563078577,RNA
0.0989536480280289,0.5178134348653793,0.1915194346289752,0.25,0.3153846153846154,0.1325375910711517,0.5095354523227384,0.083704271606916,nonDRNA
0.1724586904029165,0.4797389175958662,0.2385159010600706,0.0,0.3025641025641025,0.0205324051239413,0.4352078239608802,0.1222551521323706,nonDRNA
0.1346053690639647,0.5161816698395432,0.2385159010600706,0.0,0.4205128205128205,0.0445174109722241,0.4234718826405868,0.1012117952649586,nonDRNA
0.073078926187207,0.65352189284743,0.1628975265017667,0.0,0.3717948717948717,0.0652611998139823,0.5530562347188265,0.1589751805105788,nonDRNA
0.2889541214904597,0.4849061735110144,0.2208480565371024,0.25,0.2256410256410256,0.0645002184298417,0.5061124694376528,0.0698355665915254,nonDRNA
0.2286823540552057,0.5319553984226272,0.2385159010600706,0.0,0.382051282051282,0.0816786685644227,0.3858190709046455,0.1010630385279948,nonDRNA
0.1796789924719473,0.5148218656513462,0.212720848056537,0.0,0.3692307692307692,0.1069601612153154,0.4547677261613692,0.1158013983133274,nonDRNA
0.0693859192273093,0.492521076964917,0.192226148409894,0.0,0.4179487179487179,0.0206592353546314,0.410757946210269,0.1509308738886155,nonDRNA
0.1227688082950617,0.4547185205330432,0.2749116607773851,0.25,0.2794871794871795,0.0,0.3833740831295844,0.1305626437505006,nonDRNA
0.1686473178353298,0.5145499048137068,0.2286219081272084,0.0,0.3871794871794871,0.0,0.3320293398533007,0.1048162854298497,nonDRNA
0.074783390937929,0.5001359804188197,0.2257950530035335,0.25,0.2615384615384615,0.0148391369907413,0.4684596577017115,0.1084322184206611,nonDRNA
0.1860233890440794,0.4813706826217024,0.1890459363957597,0.25,0.3179487179487179,0.0123025323769394,0.419559902200489,0.1698344223089334,DNA
0.3426210880166659,0.5577916779983683,0.2943462897526501,0.0,0.3615384615384615,0.0,0.341320293398533,0.1355059445480655,nonDRNA
0.0982197812603569,0.5496328528691868,0.2678445229681979,0.25,0.2948717948717949,0.0404729358379955,0.4660146699266504,0.1570184572782094,nonDRNA
0.1096538989631172,0.5569757954854501,0.1964664310954063,0.0,0.3205128205128205,0.0391623567875311,0.4523227383863081,0.0848027828952638,nonDRNA
0.1234790019411959,0.5365787326624967,0.1614840989399293,0.25,0.3076923076923076,0.0367525824044193,0.4621026894865526,0.1641358950006293,nonDRNA
0.2629136877988732,0.5335871634484634,0.2438162544169611,0.25,0.6358974358974359,0.0,0.2112469437652812,0.031765284754723,RNA
0.1648122721462052,0.4783791134076692,0.1254416961130742,0.0,0.2871794871794871,0.0,0.4806845965770171,0.203602201599707,nonDRNA
0.1323090762747976,0.5996736469948327,0.3600706713780918,0.0,0.3564102564102564,0.0,0.3907090464547678,0.1705553203419116,nonDRNA
0.1114057099569149,0.5099265705738374,0.3134275618374558,0.0,0.3512820512820513,0.053057313172024,0.3682151589242053,0.0107676991909922,nonDRNA
0.2312627243028265,0.5023116671199347,0.158303886925795,0.0,0.1923076923076923,0.1376671692901734,0.5574572127139366,0.2012106509823666,nonDRNA
0.1230292126319776,0.5384824585259722,0.2607773851590106,0.0,0.3205128205128205,0.0122038866419582,0.3755501222493888,0.1585746816033687,nonDRNA
0.0815775768192794,0.4525428338319281,0.2756183745583038,0.0,0.3538461538461538,0.0323698933216837,0.3447432762836186,0.1051481273815381,nonDRNA
0.1824724208134084,0.5621430514005984,0.346643109540636,0.25,0.5435897435897435,0.0434464001352855,0.306601466992665,0.1411243720749276,nonDRNA
0.3474740779319161,0.5847158009246668,0.3321554770318021,0.0,0.3461538461538461,0.0,0.473838630806846,0.115469556361639,nonDRNA
0.0825008285592538,0.5656785422899102,0.2106007067137809,0.25,0.341025641025641,0.0491114837727765,0.4669926650366748,0.0531633692256639,nonDRNA
0.0808200369300696,0.5716616807179765,0.2342756183745583,0.25,0.3461538461538461,0.0481109341751102,0.4092909535452322,0.0468812577954251,nonDRNA
0.0846787557407319,0.4451998912156649,0.2618374558303887,0.25,0.4025641025641026,0.0504079705753864,0.3427872860635697,0.1227929649506242,nonDRNA
0.1708015718952701,0.5023116671199347,0.289399293286219,0.0,0.358974358974359,0.0625695804737813,0.4220048899755501,0.1524184412582531,nonDRNA
0.3144500733866768,0.5262442208322001,0.3893992932862191,0.0,0.2615384615384615,0.026747086427756,0.3828850855745722,0.1954205810667002,DNA
0.130793996496378,0.481098721784063,0.3876325088339222,0.0,0.4282051282051282,0.0051859472104395,0.3276283618581907,0.1137989037772768,RNA
0.0669475877089153,0.6459069893935273,0.1703180212014134,0.0,0.3717948717948717,0.3587181691351587,0.4845965770171149,0.194184755867309,nonDRNA
0.0758486814071303,0.4664128365515366,0.1537102473498233,0.0,0.2897435897435897,0.0451515621256746,0.415158924205379,0.158860752251376,nonDRNA
0.1447611382036835,0.4691324449279304,0.2533568904593639,0.0,0.3205128205128205,0.0,0.3452322738386308,0.0899634973853142,nonDRNA
0.0686283793380995,0.4740277400054392,0.2074204946996466,0.25,0.3,0.0653739377968179,0.4229828850855746,0.0464464304104541,nonDRNA
0.3046020548269494,0.4974163720424259,0.2448763250883392,0.25,0.3153846153846154,0.0639928975070813,0.4547677261613692,0.0779485301690105,nonDRNA
0.0842052933099758,0.5104704922491161,0.203886925795053,0.0,0.3076923076923076,0.0501261256182973,0.3794621026894866,0.0949754551384009,nonDRNA
0.0340656218929028,0.6709273864563503,0.266077738515901,0.0,0.5615384615384615,0.0,0.293398533007335,0.1317526976462107,nonDRNA
0.0650063917428152,0.5031275496328529,0.3332155477031802,0.25,0.4205128205128205,0.0064542495173405,0.336919315403423,0.136158185625522,nonDRNA
0.161048245821694,0.5460973619798749,0.258303886925795,0.0,0.4102564102564102,0.0639083440199546,0.4264058679706601,0.0713574624389239,RNA
0.2335116708489181,0.494696763666032,0.2162544169611307,0.0,0.282051282051282,0.0308902072969659,0.4533007334963325,0.0877893604604593,nonDRNA
0.109677572084655,0.5053032363339679,0.2554770318021201,0.25,0.3717948717948717,0.0108792153436394,0.3990220048899756,0.0706823357096268,nonDRNA
0.1832299607026182,0.4634212673375034,0.1915194346289752,0.0,0.3717948717948717,0.0545369991967418,0.369682151589242,0.1151491572358709,nonDRNA
0.1723639979167653,0.4936089203154745,0.1851590106007067,0.25,0.3102564102564102,0.0631332703879595,0.5432762836185819,0.0704992504949022,nonDRNA
0.2328488234458595,0.5330432417731846,0.2554770318021201,0.0,0.3461538461538461,0.0230971942334521,0.4004889975550122,0.1313064274353194,nonDRNA
0.1113583637138393,0.6165352189284743,0.2554770318021201,0.25,0.341025641025641,0.2169501557193388,0.5383863080684597,0.1076541062580814,nonDRNA
0.1201410918043653,0.4865379385368507,0.1766784452296819,0.25,0.3333333333333333,0.0536350953340567,0.4669926650366748,0.1548443203533544,nonDRNA
0.1141044458122248,0.4462877345662224,0.2045936395759717,0.0,0.3435897435897436,0.0254787841208551,0.4356968215158924,0.213729102539163,nonDRNA
0.2053169830973912,0.5327712809355453,0.3212014134275618,0.0,0.3666666666666666,0.0,0.3349633251833741,0.089322699133778,nonDRNA
0.0839685620945978,0.5499048137068263,0.3533568904593639,0.25,0.282051282051282,0.0333281661757867,0.4694376528117359,0.1082376903800162,nonDRNA
0.1975758723545286,0.5588795213489258,0.1890459363957597,0.25,0.3769230769230769,0.0452361156128014,0.4616136919315403,0.0661166481674314,nonDRNA
0.1191231475782396,0.6040250203970629,0.1795053003533568,0.0,0.6307692307692307,0.0236326996519214,0.1936430317848411,0.0383792381366502,RNA
0.1262487571611192,0.4718520533043241,0.1424028268551236,0.0,0.3102564102564102,0.0250560166852214,0.3535452322738386,0.0813584922932567,nonDRNA
0.1565740258510487,0.4465596954038618,0.1431095406360424,0.0,0.2743589743589743,0.1328617127718042,0.4767726161369194,0.1682667551578537,nonDRNA
0.1850764641825671,0.4579820505847158,0.231095406360424,0.25,0.4076923076923077,0.0932202195572215,0.4342298288508557,0.1513885869254271,nonDRNA
0.0991667061218692,0.5221648082676095,0.2360424028268551,0.0,0.364102564102564,0.0885556855173968,0.4249388753056234,0.137817395383964,nonDRNA
0.0999715922541546,0.5458254011422355,0.1742049469964664,0.25,0.3333333333333333,0.1041417116444244,0.5584352078239609,0.0966461077227632,DNA
0.1373277780408124,0.544737557791678,0.2872791519434629,0.25,0.3487179487179487,0.0436014148616845,0.4777506112469438,0.1239029190648922,DNA
0.2316651673689693,0.4957846070165896,0.2279151943462897,0.0,0.3512820512820513,0.0827355871535068,0.3955990220048899,0.156766715107963,nonDRNA
0.1201647649259031,0.579820505847158,0.2021201413427561,0.0,0.3564102564102564,0.0110060455743295,0.4694376528117359,0.1027680195901179,nonDRNA
0.1281662800056815,0.4963285286918683,0.2611307420494699,0.25,0.482051282051282,0.0572286185369428,0.4469437652811736,0.1239143618908125,nonDRNA
0.1139387339614601,0.4568942072341582,0.2371024734982332,0.0,0.3282051282051282,0.0387536815997519,0.4547677261613692,0.0786694282019887,nonDRNA
0.2186686236447138,0.5349469676366604,0.2872791519434629,0.0,0.4384615384615384,0.078099237609391,0.410757946210269,0.0951242118753647,nonDRNA
0.1527626532834619,0.5042153929834104,0.1371024734982332,0.25,0.3,0.0909372754047998,0.5080684596577016,0.1033859321898135,nonDRNA
0.2676483121064343,0.5341310851237422,0.2628975265017668,0.0,0.341025641025641,0.0569044968362903,0.3926650366748166,0.1016580654758499,nonDRNA
0.0730079068225936,0.4957846070165896,0.1448763250883392,0.0,0.3153846153846154,0.1593269542424712,0.4792176039119804,0.1646622649929626,nonDRNA
0.1825434401780218,0.5896110960021758,0.1968197879858657,0.0,0.2794871794871795,0.0197573314919462,0.4332518337408313,0.1684612831984986,nonDRNA
0.1462288717390275,0.6450911068806091,0.3028268551236749,0.25,0.4692307692307692,0.0901622017728047,0.4484107579462103,0.108546646679864,nonDRNA
0.0609346148383125,0.6975795485450095,0.3982332155477031,0.25,0.8666666666666667,0.0362734459773678,0.1031784841075794,0.0589191106635694,RNA
0.1359073907485441,0.5183573565406581,0.2187279151943463,0.0,0.3564102564102564,0.0202223756711433,0.3628361858190709,0.057477314597613,nonDRNA
0.1010368827233559,0.5330432417731846,0.3226148409893993,0.0,0.4435897435897435,0.060145713842815,0.39119804400978,0.1465025002574635,nonDRNA
0.1223426921073813,0.5281479466956758,0.2226148409893993,0.25,0.3538461538461538,0.0556925635208072,0.4704156479217604,0.0730510006751267,nonDRNA
0.1260830453103546,0.4854500951862932,0.2558303886925795,0.0,0.3256410256410256,0.025013739941658,0.434718826405868,0.2072295774164387,nonDRNA
0.1207329198428104,0.630677182485722,0.2858657243816254,0.0,0.3307692307692307,0.1117938022293936,0.5393643031784842,0.3112448650318682,nonDRNA
0.1017707494910278,0.5319553984226272,0.1830388692579505,0.0,0.2564102564102564,0.0,0.4444987775061125,0.0860843793983362,nonDRNA
0.2020027460820984,0.4373130269241229,0.1992932862190812,0.25,0.2179487179487179,0.0360761545074054,0.439119804400978,0.18552253664565,nonDRNA
0.1281189337626059,0.4957846070165896,0.2568904593639576,0.0,0.3974358974358974,0.0762672453883119,0.3902200488997555,0.1610120035243903,nonDRNA
0.0976989725865252,0.5161816698395432,0.3222614840989399,0.0,0.3743589743589743,0.0969405729907977,0.4141809290953545,0.1259397420787037,nonDRNA
