SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Labels
0.3797216699801193,0.8451242829827915,0.5066371681415929,0.5572815533980583,0.57356608478803,0.4301886792452831,0.6491228070175439,0.5720930232558139,0.5711538461538462,0.4254901960784314,0.6481012658227848,0.48823529411764705,0.56686626746507,0.6155507559395249,0.5668016194331984,0.5603773584905661,0.5203883495145631,0.4429530201342282,0.5530546623794211,0.4860335195530726,nonDRNA
0.12922465208747516,1.0,0.5398230088495576,0.5961165048543691,0.7655860349127183,0.4226415094339623,0.4619883040935673,0.5162790697674419,0.5576923076923077,0.46862745098039216,0.8607594936708861,0.6392156862745099,0.812375249500998,0.7235421166306696,0.23684210526315788,0.6528301886792454,0.6427184466019418,0.214765100671141,1.0,0.7374301675977655,RNA
0.5069582504970179,1.0,0.4247787610619469,0.47184466019417476,0.5511221945137158,0.6320754716981132,0.6257309941520468,0.3953488372093023,0.2961538461538462,0.29803921568627456,0.6759493670886076,0.5627450980392157,0.7445109780439122,0.7645788336933046,0.6680161943319838,0.6056603773584907,0.566990291262136,0.36689038031319915,0.8810289389067525,0.3072625698324022,nonDRNA
0.3180914512922465,0.8814531548757171,0.37831858407079644,0.6077669902912621,0.5935162094763092,0.4075471698113208,0.6929824561403509,0.43023255813953487,0.43269230769230776,0.5196078431372549,0.6708860759493671,0.5529411764705883,0.718562874251497,0.8034557235421166,0.6477732793522267,0.6188679245283019,0.4271844660194175,0.2460850111856823,0.8006430868167203,0.6368715083798883,nonDRNA
0.24055666003976142,0.9005736137667304,0.42035398230088494,0.5844660194174758,0.5511221945137158,0.43396226415094347,0.456140350877193,0.527906976744186,0.6307692307692307,0.34117647058823525,0.640506329113924,0.7215686274509804,0.5848303393213573,0.6933045356371491,0.5060728744939271,0.5962264150943397,0.5650485436893204,0.3937360178970917,0.6881028938906752,0.729050279329609,nonDRNA
0.49105367793240556,0.8126195028680688,0.4336283185840708,0.5262135922330098,0.5187032418952618,0.41320754716981134,0.5087719298245614,0.5,0.5461538461538462,0.45490196078431366,0.6708860759493671,0.5941176470588236,0.4810379241516966,0.7321814254859611,0.5647773279352227,0.5037735849056604,0.5495145631067961,0.4899328859060403,0.7299035369774919,0.435754189944134,nonDRNA
0.4612326043737574,0.8833652007648184,0.415929203539823,0.4601941747572815,0.5985037406483791,0.5735849056603775,0.41520467836257313,0.513953488372093,0.6153846153846154,0.22352941176470587,0.8886075949367089,0.7039215686274509,0.5489021956087825,0.4298056155507559,0.4514170040485829,0.6226415094339622,0.629126213592233,0.47651006711409394,0.8585209003215435,0.49441340782122906,nonDRNA
0.5387673956262425,0.46845124282982786,0.15486725663716816,0.3165048543689321,0.5610972568578554,0.4,1.0,0.3534883720930232,0.38846153846153847,0.6549019607843137,0.7291139240506329,0.7901960784313726,0.3652694610778443,1.0,1.0,0.6679245283018869,0.7922330097087379,0.6062639821029083,0.4340836012861737,0.5083798882681564,nonDRNA
0.49502982107355864,0.8814531548757171,0.45796460176991155,0.4310679611650486,0.6783042394014963,0.5943396226415095,0.739766081871345,0.46511627906976744,0.4134615384615385,0.4333333333333334,0.6050632911392405,0.5392156862745099,0.4231536926147705,0.6090712742980562,0.645748987854251,0.49433962264150944,0.47184466019417476,0.4519015659955257,0.8327974276527331,0.6201117318435754,nonDRNA
0.3697813121272366,0.8164435946462716,0.5176991150442478,0.5514563106796116,0.600997506234414,0.5188679245283019,0.6052631578947368,0.627906976744186,0.6057692307692308,0.2941176470588236,0.6379746835443038,0.6862745098039215,0.564870259481038,0.4600431965442765,0.44939271255060725,0.5283018867924528,0.5883495145631069,0.33333333333333337,0.8006430868167203,0.6759776536312849,RNA
0.6262425447316103,0.8489483747609943,0.4646017699115045,0.40194174757281553,0.48379052369077313,0.7490566037735849,0.6111111111111112,0.5186046511627908,0.5346153846153846,0.303921568627451,0.6329113924050632,0.6313725490196078,0.48502994011976047,0.6868250539956804,0.47773279352226716,0.2905660377358491,0.7184466019417476,0.3870246085011185,0.8520900321543409,0.6620111731843575,nonDRNA
0.5526838966202784,0.8374760994263862,0.5796460176991151,0.3048543689320389,0.4812967581047382,0.4981132075471698,0.672514619883041,0.4767441860465116,0.6230769230769231,0.3529411764705882,0.7164556962025317,0.5921568627450982,0.5069860279441117,0.6457883369330454,0.4068825910931174,0.6415094339622641,0.6310679611650486,0.3937360178970917,0.6141479099678456,0.6005586592178771,nonDRNA
0.5248508946322068,1.0,0.4070796460176991,0.2757281553398058,0.48628428927680806,0.530188679245283,0.8421052631578948,0.42093023255813955,0.3576923076923077,0.40588235294117647,0.5088607594936709,0.7235294117647059,0.718562874251497,0.8380129589632829,0.5161943319838057,0.6811320754716981,0.6718446601941747,0.3400447427293065,0.9003215434083602,0.30446927374301674,nonDRNA
0.37375745526838966,0.8279158699808796,0.49557522123893805,0.5184466019417476,0.7206982543640899,0.42452830188679247,0.5087719298245614,0.20000000000000004,0.6461538461538462,0.3019607843137255,0.7721518987341773,0.6882352941176471,0.6487025948103793,0.4514038876889849,0.5951417004048583,0.609433962264151,0.6427184466019418,0.4317673378076063,0.8778135048231512,0.5810055865921788,nonDRNA
0.5904572564612327,0.7170172084130019,0.5442477876106195,0.47961165048543686,0.44389027431421446,0.6811320754716981,0.6315789473684211,0.13953488372093023,0.4576923076923078,0.39803921568627454,0.7417721518987342,0.29215686274509806,0.624750499001996,0.8380129589632829,0.7935222672064778,0.5207547169811321,0.6349514563106796,0.46532438478747207,0.8617363344051447,0.4748603351955307,nonDRNA
0.6679920477137177,0.7189292543021032,0.588495575221239,0.43300970873786415,0.3740648379052369,0.5,1.0,0.35116279069767437,0.4634615384615384,0.4274509803921569,0.6278481012658228,0.5372549019607843,0.7065868263473053,0.4578833693304536,0.6619433198380567,0.5849056603773586,0.5728155339805826,0.3199105145413871,0.5980707395498392,0.5335195530726257,nonDRNA
0.12723658051689862,0.8355640535372849,0.47345132743362833,0.629126213592233,0.5810473815461347,0.34339622641509443,0.6871345029239767,0.5906976744186047,0.8153846153846155,0.2862745098039216,0.8126582278481013,0.7529411764705882,0.5768463073852296,0.6198704103671707,0.4595141700404858,0.6396226415094339,0.5495145631067961,0.34228187919463093,0.8842443729903537,0.8603351955307262,nonDRNA
0.33200795228628227,0.8929254302103251,0.44911504424778764,0.7048543689320388,0.5361596009975063,0.42452830188679247,0.7192982456140351,0.5534883720930233,0.6307692307692307,0.43725490196078437,0.6936708860759494,0.5647058823529413,0.5568862275449102,0.5075593952483801,0.6234817813765182,0.5490566037735849,0.516504854368932,0.45413870246085014,0.5852090032154341,0.2625698324022346,nonDRNA
0.24652087475149104,0.7992351816443595,0.7013274336283186,0.7242718446601941,0.8703241895261846,0.43396226415094347,0.01754385964912282,0.686046511627907,0.7826923076923077,0.5705882352941177,0.6759493670886076,0.6705882352941176,0.40119760479041916,0.5853131749460043,0.5789473684210527,0.25471698113207547,0.4815533980582524,0.5458612975391499,0.9035369774919615,0.6424581005586592,nonDRNA
0.6163021868787276,0.8795411089866156,0.4269911504424779,0.6854368932038835,0.35411471321695764,0.23396226415094337,0.6286549707602339,0.3720930232558139,0.4596153846153846,0.492156862745098,0.7265822784810128,0.7137254901960784,0.5848303393213573,0.8120950323974082,0.6720647773279351,0.6075471698113208,0.4757281553398058,0.22147651006711416,0.7202572347266881,0.6983240223463687,nonDRNA
0.41351888667992054,0.9521988527724665,0.39159292035398224,0.49514563106796117,0.5660847880299252,0.46792452830188686,0.6198830409356725,0.3604651162790697,0.7980769230769231,0.42156862745098045,0.8050632911392405,0.7450980392156863,0.5109780439121756,0.6695464362850972,0.5040485829959515,0.4811320754716981,0.5242718446601942,0.2975391498881432,0.662379421221865,0.5139664804469274,nonDRNA
0.46322067594433397,0.9866156787762906,0.3628318584070797,0.6116504854368932,0.6034912718204489,0.48867924528301887,0.7982456140350878,0.3534883720930232,0.5115384615384615,0.5372549019607843,0.7341772151898734,0.39215686274509803,0.6626746506986028,0.6090712742980562,0.7874493927125507,0.46603773584905667,0.4291262135922331,0.35346756152125286,0.6430868167202572,0.45810055865921784,nonDRNA
0.58051689860835,0.7896749521988528,0.3230088495575222,0.5398058252427185,0.47381546134663344,0.5283018867924528,0.3830409356725147,0.33720930232558144,0.4115384615384616,0.311764705882353,0.6734177215189874,0.6450980392156863,0.6087824351297405,0.5766738660907127,0.5465587044534413,0.6886792452830188,0.6796116504854368,0.6308724832214766,0.8810289389067525,0.4106145251396648,nonDRNA
0.31610337972167,0.9655831739961759,0.6061946902654868,0.41359223300970877,0.6807980049875312,0.4622641509433963,0.8713450292397661,0.31860465116279074,0.6461538461538462,0.3529411764705882,0.6556962025316455,0.7058823529411764,0.6726546906187624,0.4449244060475162,0.5,0.5452830188679245,0.5203883495145631,0.38255033557046975,1.0,0.5223463687150838,nonDRNA
0.4990059642147117,0.8604206500956023,0.48451327433628316,0.5475728155339806,0.4463840399002494,0.139622641509434,0.7339181286549707,0.4581395348837209,0.6846153846153845,0.41960784313725497,0.5518987341772152,0.5647058823529413,0.7265469061876247,0.6457883369330454,0.5708502024291499,0.5245283018867924,0.6097087378640776,0.5771812080536913,0.7652733118971061,0.6173184357541899,nonDRNA
0.831013916500994,0.8374760994263862,0.3451327433628319,0.4854368932038835,0.7880299251870324,0.5,0.584795321637427,0.46511627906976744,0.326923076923077,0.22941176470588234,0.7848101265822784,0.6294117647058823,0.8303393213572854,0.5032397408207343,0.7125506072874493,0.5660377358490567,0.7242718446601941,0.12080536912751676,1.0,0.4720670391061452,nonDRNA
0.4850894632206759,0.7590822179732314,0.5707964601769911,0.5572815533980583,0.7256857855361597,0.530188679245283,0.5467836257309941,0.6069767441860465,0.5826923076923077,0.37450980392156863,0.7645569620253165,0.7529411764705882,0.26746506986027946,0.5075593952483801,0.402834008097166,0.530188679245283,0.6000000000000001,0.46532438478747207,0.6463022508038586,0.45810055865921784,nonDRNA
0.3518886679920477,0.9216061185468452,0.5995575221238938,0.45825242718446596,0.5037406483790524,0.43773584905660384,0.6432748538011697,0.5581395348837209,0.5865384615384616,0.3823529411764706,0.5645569620253165,0.5784313725490197,0.6387225548902196,0.5529157667386609,0.597165991902834,0.4603773584905661,0.6310679611650486,0.4049217002237136,0.8681672025723474,0.44413407821229045,nonDRNA
0.2922465208747515,0.9388145315487572,0.2123893805309735,0.41359223300970877,0.71571072319202,0.5169811320754717,0.6198830409356725,0.3162790697674419,0.7192307692307692,0.27647058823529413,0.6303797468354431,0.7450980392156863,0.6526946107784432,0.8336933045356372,0.5951417004048583,0.5377358490566038,0.5883495145631069,0.4049217002237136,1.0,0.6815642458100559,nonDRNA
0.49105367793240556,0.8795411089866156,0.40929203539823006,0.4815533980582524,0.4887780548628429,0.539622641509434,0.4005847953216375,0.4604651162790697,0.40769230769230774,0.5215686274509804,0.6354430379746835,0.6549019607843137,0.6187624750499002,0.5874730021598272,0.7449392712550608,0.45471698113207554,0.629126213592233,0.45413870246085014,0.7234726688102894,0.2849162011173184,nonDRNA
0.3518886679920477,0.9024856596558317,0.37831858407079644,0.5203883495145631,0.6159600997506235,0.47924528301886793,0.43567251461988304,0.24186046511627904,0.525,0.48039215686274506,0.6303797468354431,0.6058823529411764,0.6287425149700598,0.7257019438444925,0.6396761133603239,0.5339622641509434,0.5708737864077671,0.38255033557046975,0.9324758842443729,0.6452513966480447,nonDRNA
0.22664015904572563,1.0,0.4690265486725664,0.5339805825242718,0.7531172069825437,0.5056603773584906,0.6081871345029239,0.344186046511628,0.275,0.48627450980392156,0.8531645569620253,0.6235294117647059,0.8842315369261478,0.7861771058315334,0.42914979757085026,0.5471698113207547,0.5339805825242718,0.41387024608501116,1.0,0.5391061452513967,RNA
0.49105367793240556,0.7934990439770555,0.5464601769911505,0.5339805825242718,0.47381546134663344,0.5169811320754717,0.52046783625731,0.5093023255813953,0.48653846153846153,0.3941176470588236,0.7265822784810128,0.6117647058823529,0.6307385229540918,0.6306695464362851,0.5991902834008097,0.40943396226415096,0.4932038834951456,0.360178970917226,0.8135048231511254,0.541899441340782,nonDRNA
0.4970178926441352,0.7877629063097514,0.34070796460176994,0.5223300970873787,0.45137157107231923,0.7528301886792453,0.6461988304093568,0.4720930232558139,0.40576923076923077,0.36666666666666664,0.6936708860759494,0.5686274509803922,0.5469061876247505,0.6047516198704104,0.5020242914979757,0.48867924528301887,0.6446601941747573,0.5391498881431768,0.6784565916398714,0.5111731843575419,nonDRNA
0.26838966202783304,1.0,0.6637168141592921,0.36310679611650487,0.5561097256857855,0.38113207547169814,0.47953216374269014,0.8767441860465116,0.6576923076923077,0.5215686274509804,0.549367088607595,0.8960784313725491,0.407185628742515,0.8855291576673866,0.3987854251012146,0.8283018867924529,0.5650485436893204,0.08053691275167792,0.707395498392283,0.6564245810055865,nonDRNA
0.6043737574552683,0.8852772466539197,0.41814159292035397,0.4368932038834952,0.401496259351621,0.34339622641509443,0.6988304093567252,0.4046511627906976,0.4288461538461539,0.5607843137254902,0.7088607594936709,0.6666666666666666,0.4331337325349302,0.7257019438444925,0.42510121457489886,0.5773584905660378,0.5805825242718448,0.5167785234899329,0.9196141479099678,0.611731843575419,nonDRNA
0.2306163021868787,1.0,0.4823008849557522,0.6000000000000001,0.7231920199501247,0.39811320754716983,0.6754385964912282,0.5209302325581395,0.6788461538461538,0.311764705882353,0.5772151898734177,0.8470588235294118,0.5189620758483035,0.676025917926566,0.47368421052631576,0.5698113207547171,0.5708737864077671,0.3557046979865772,0.5176848874598071,0.6340782122905028,nonDRNA
0.5208747514910537,0.8221797323135756,0.5641592920353983,0.5592233009708738,0.46882793017456365,0.5981132075471699,0.4239766081871345,0.5604651162790698,0.5115384615384615,0.5411764705882354,0.6810126582278481,0.5980392156862746,0.5189620758483035,0.5399568034557235,0.4595141700404858,0.3056603773584906,0.3825242718446602,0.5413870246085012,0.7813504823151125,0.8491620111731844,nonDRNA
0.3379721669980119,0.8718929254302104,0.6106194690265487,0.4601941747572815,0.5910224438902744,0.39433962264150946,0.6286549707602339,0.28604651162790695,0.451923076923077,0.3333333333333333,0.7139240506329114,0.5941176470588236,0.6966067864271457,0.5745140388768899,0.742914979757085,0.609433962264151,0.50873786407767,0.49217002237136465,1.0,0.5754189944134078,nonDRNA
0.43936381709741557,0.9043977055449332,0.34070796460176994,0.3669902912621359,0.5810473815461347,0.41132075471698115,0.8538011695906433,0.42093023255813955,0.5557692307692308,0.5470588235294118,0.7063291139240506,0.6274509803921569,0.7145708582834331,0.6911447084233262,0.3967611336032389,0.6415094339622641,0.5902912621359224,0.2416107382550335,0.8392282958199357,0.5307262569832402,RNA
0.4691848906560636,0.7151051625239006,0.6371681415929205,0.654368932038835,0.3865336658354115,0.4962264150943396,0.5409356725146199,0.6534883720930234,0.6576923076923077,0.20980392156862743,0.7265822784810128,0.692156862745098,0.530938123752495,0.5442764578833693,0.5242914979757085,0.4867924528301887,0.654368932038835,0.3713646532438478,0.47266881028938906,0.6033519553072626,nonDRNA
0.3578528827037773,0.9502868068833652,0.5464601769911505,0.6019417475728156,0.5361596009975063,0.5962264150943397,0.652046783625731,0.33720930232558144,0.7019230769230769,0.3098039215686275,0.7645569620253165,0.696078431372549,0.5908183632734532,0.31533477321814257,0.5668016194331984,0.49056603773584906,0.5048543689320388,0.3624161073825504,0.6591639871382637,0.7402234636871509,nonDRNA
0.31212723658051694,0.7533460803059273,0.5154867256637168,0.6466019417475728,0.6209476309226933,0.4981132075471698,0.5555555555555556,0.7,0.775,0.4254901960784314,0.7696202531645571,0.7019607843137254,0.26746506986027946,0.775377969762419,0.33198380566801616,0.4471698113207548,0.5281553398058253,0.4228187919463087,0.6237942122186495,0.7458100558659219,DNA
0.441351888667992,0.7667304015296367,0.5597345132743363,0.5048543689320388,0.6184538653366584,0.6245283018867924,0.5730994152046784,0.513953488372093,0.6461538461538462,0.2411764705882353,0.7037974683544304,0.7117647058823529,0.5149700598802396,0.49028077753779703,0.5688259109311742,0.38301886792452833,0.5572815533980583,0.37807606263982096,0.7845659163987138,0.6871508379888268,nonDRNA
0.5168986083499006,0.8374760994263862,0.6128318584070797,0.48349514563106794,0.6433915211970075,0.4584905660377359,0.8187134502923977,0.06976744186046505,0.3923076923076923,0.4784313725490196,0.7316455696202532,0.6000000000000001,0.6826347305389221,0.42548596112311016,0.4615384615384615,0.7,0.6038834951456311,0.5436241610738255,0.7266881028938906,0.5558659217877094,RNA
0.46322067594433397,0.7170172084130019,0.6216814159292036,0.5048543689320388,0.6932668329177057,0.43584905660377365,0.5350877192982456,0.38837209302325576,0.7384615384615385,0.45490196078431366,0.7569620253164557,0.3862745098039216,0.6586826347305389,0.7624190064794817,0.4838056680161943,0.5037735849056604,0.4601941747572815,0.3624161073825504,0.6913183279742765,0.5223463687150838,nonDRNA
0.5407554671968191,0.8814531548757171,0.34070796460176994,0.5048543689320388,0.28179551122194524,0.4981132075471698,0.5818713450292399,0.5581395348837209,0.46730769230769226,0.5,0.6835443037974683,0.5235294117647059,0.564870259481038,0.5291576673866091,0.5323886639676114,0.588679245283019,0.7572815533980582,0.42953020134228187,0.5980707395498392,0.553072625698324,nonDRNA
0.27435387673956263,0.673040152963671,0.4424778761061947,0.6427184466019418,1.0,0.39245283018867927,0.4239766081871345,0.7023255813953488,0.7538461538461538,0.27254901960784317,0.8075949367088607,0.7803921568627451,0.49700598802395207,0.6587473002159828,0.3967611336032389,0.5245283018867924,0.6932038834951456,0.2796420581655481,0.639871382636656,0.73463687150838,nonDRNA
0.19880715705765403,0.9158699808795412,0.5331858407079646,0.44077669902912625,0.4314214463840399,0.7547169811320755,0.6198830409356725,0.6465116279069768,0.375,0.3627450980392157,0.5113924050632912,0.7019607843137254,0.654690618762475,0.7192224622030238,0.6923076923076923,0.4830188679245283,0.625242718446602,0.2997762863534676,0.662379421221865,0.7849162011173184,nonDRNA
0.17693836978131217,0.8738049713193117,0.41150442477876104,0.41747572815533984,0.5411471321695761,0.43396226415094347,0.672514619883041,0.7906976744186046,0.6461538461538462,0.319607843137255,0.7164556962025317,0.8705882352941177,0.6027944111776447,0.676025917926566,0.437246963562753,0.5962264150943397,0.6427184466019418,0.5548098434004474,0.639871382636656,0.40223463687150834,nonDRNA
0.3141153081510935,0.9579349904397705,0.6194690265486726,0.3203883495145632,0.47381546134663344,0.4075471698113208,0.6491228070175439,0.7348837209302326,0.7596153846153846,0.20392156862745095,0.830379746835443,0.8549019607843137,0.36926147704590817,0.7645788336933046,0.3441295546558704,0.7188679245283018,0.7106796116504854,0.3467561521252797,0.8520900321543409,0.664804469273743,RNA
0.5069582504970179,0.751434034416826,0.5508849557522124,0.3980582524271845,0.4339152119700748,0.5452830188679245,0.6198830409356725,0.3906976744186046,0.47115384615384615,0.27647058823529413,0.7265822784810128,0.5862745098039216,0.6107784431137725,0.6976241900647948,0.6396761133603239,0.46981132075471693,0.7087378640776699,0.42953020134228187,0.9260450160771704,0.5279329608938547,nonDRNA
0.31212723658051694,1.0,0.3805309734513274,0.654368932038835,0.4339152119700748,0.33962264150943405,0.8538011695906433,0.6441860465116279,0.5634615384615386,0.37254901960784315,0.908860759493671,0.4,0.9001996007984032,0.6501079913606912,0.7631578947368421,0.5245283018867924,0.49902912621359224,0.3489932885906041,0.7588424437299035,0.329608938547486,nonDRNA
0.411530815109344,0.847036328871893,0.6504424778761063,0.425242718446602,0.4339152119700748,0.539622641509434,0.6432748538011697,0.4930232558139535,0.6749999999999999,0.44705882352941184,0.660759493670886,0.8137254901960785,0.49700598802395207,0.613390928725702,0.5242914979757085,0.539622641509434,0.5766990291262136,0.22595078299776294,0.5691318327974276,0.39106145251396646,nonDRNA
0.09542743538767393,0.8565965583173996,0.5243362831858407,0.4038834951456311,0.6034912718204489,0.49433962264150944,0.5964912280701754,0.541860465116279,0.6384615384615385,0.5313725490196078,0.7417721518987342,0.8823529411764706,0.43712574850299407,0.7278617710583154,0.47165991902834004,0.5490566037735849,0.6349514563106796,0.35346756152125286,0.7588424437299035,0.8324022346368715,nonDRNA
0.44333996023856853,0.8221797323135756,0.49557522123893805,0.41359223300970877,0.48628428927680806,0.6415094339622641,0.4444444444444445,0.4534883720930233,0.5346153846153846,0.3274509803921568,0.8278481012658228,0.5666666666666668,0.6047904191616766,0.5399568034557235,0.7044534412955465,0.5566037735849058,0.6155339805825243,0.360178970917226,0.7009646302250804,0.44692737430167595,nonDRNA
