BTC_T,BTC_H,BTC_S,BTC_D,Labels
0.03815403918688364,0.0389685054827944,0.038368054095423924,0.03599864475690327,nonDRNA
0.10395005623264247,0.10446756597582522,0.10399407910782921,0.1035066915127901,nonDRNA
0.04131377814501136,0.04248815099419469,0.04168173522510324,0.03760799593427071,nonDRNA
0.10740052177771657,0.10788905404268447,0.10694611483503082,0.11197696086735558,nonDRNA
0.031627992379903144,0.03206943938076675,0.03177433326885392,0.030154158902253092,nonDRNA
0.048536038620731865,0.048433687634966485,0.04836796999184195,0.050228697272573265,nonDRNA
0.057364946024313926,0.05684718288134167,0.05707269072589802,0.060308317804506184,nonDRNA
0.0448866548845892,0.045096334520571,0.04491131277281099,0.04463831949856006,nonDRNA
0.05890273665526712,0.05928709650279047,0.059259383857158475,0.05531085888531255,DNA
0.11515833122939093,0.1158678520346636,0.11532283159939782,0.11350160935117737,nonDRNA
0.01687744344220279,0.01686905796898225,0.016930051050874258,0.016347619854311365,nonDRNA
0.07383690238472308,0.073576015929551,0.0737336103144633,0.0748771810943588,nonDRNA
0.04625613012309976,0.04606388647390414,0.04613081471139856,0.04751821107911232,nonDRNA
0.011935091464114393,0.012451972964635275,0.012119326162101244,0.010079620531932915,RNA
0.03310457741360447,0.032826653952940515,0.03298542484924433,0.03430459088599017,nonDRNA
0.0688409955090393,0.06939731329051799,0.06887242327650735,0.06852447907843469,nonDRNA
0.05009678135065452,0.05027063409709173,0.050033220914878766,0.050736913433847196,nonDRNA
0.015156036019493982,0.015102223967243459,0.015096592963894333,0.015754700999491784,nonDRNA
0.01654081265731751,0.016714810556132036,0.01661045743938234,0.01583940369303744,nonDRNA
0.12275547598827913,0.12450570715427546,0.12344723761785015,0.11578858207691005,nonDRNA
0.03675396114974715,0.03706144656028269,0.03689624141092169,0.035321023208538034,nonDRNA
0.015676283596134866,0.01581737106318535,0.015609624813920826,0.016347619854311365,nonDRNA
0.03053394232902599,0.03107384244327902,0.03066416598682938,0.02922242927325089,nonDRNA
0.027948005845134537,0.02846565891690271,0.02810741709489407,0.026342537692698627,nonDRNA
0.030273818540705547,0.030611100204728386,0.030344572375337466,0.029561240047433508,nonDRNA
0.03738896922123528,0.03763636873545166,0.037451325051933965,0.03676096899881416,DNA
0.02151376743403184,0.02212749249796674,0.02174077593964727,0.019227511434863627,nonDRNA
0.11592340119503929,0.11598003197128194,0.11607135347894466,0.11443333898017957,nonDRNA
0.03262258333524601,0.03327537369941386,0.03269106231234388,0.03193291546671184,nonDRNA
0.08398173012922032,0.08473791962307542,0.08440635486665377,0.07970523462646112,nonDRNA
0.016678525251134217,0.017065372858064334,0.016803895677916923,0.015415890225309165,RNA
0.04291277437321643,0.04170289143786634,0.04213589456774964,0.050736913433847196,nonDRNA
0.010955801908084494,0.010755251423282946,0.010798899925147811,0.012535998644756904,nonDRNA
0.03013610594688884,0.030428807807723588,0.030226827360577288,0.02922242927325089,nonDRNA
0.01335812160022034,0.013321367473427378,0.013305186667900187,0.013891241741487379,nonDRNA
0.032362459546925564,0.03298090136579073,0.03248080335741499,0.03117059122480095,nonDRNA
0.02609653652826551,0.02633424012115433,0.026080520769379566,0.026257834999152973,nonDRNA
0.04167336102886609,0.042235746136803434,0.04192563561282075,0.03913264441809249,nonDRNA
0.031398471390208633,0.03127015733236111,0.03131176356801036,0.03227172624089446,nonDRNA
0.024650554293190113,0.024749698516420338,0.024642349517665956,0.024733186515331188,nonDRNA
0.04513147727359667,0.04475979471071599,0.04497018528019108,0.04675588683720142,nonDRNA
0.02603533093101364,0.026656757438932047,0.026215086500534057,0.024224970354057258,nonDRNA
0.06076950737144912,0.061278290377765936,0.0609414554965896,0.059037777401321365,nonDRNA
0.013442279296441659,0.013559749838741341,0.013439752399054676,0.013467728273759106,DNA
0.08502987598215857,0.08625234876742295,0.08530626319374943,0.08224631543283076,RNA
0.007505336363010397,0.007347785848500996,0.007518860228257121,0.007369134338471963,nonDRNA
0.02750426526505849,0.027624309392265192,0.027434588439121624,0.02820599695070303,nonDRNA
0.033043371816352606,0.03422890316066971,0.033439584191890734,0.02905302388615958,nonDRNA
0.0593311758360302,0.06028269344027821,0.05971354319980488,0.055480264272403865,nonDRNA
0.04699824798977867,0.04721373082424209,0.047098005904071455,0.04599356259529053,nonDRNA
0.024375129105556705,0.02455338362733825,0.02436480769715982,0.024479078434694223,nonDRNA
0.015025974125333762,0.015494853745407634,0.015130234396682955,0.013975944435033034,nonDRNA
0.07068481412625184,0.0718372269119668,0.07106752676596496,0.0668304252075216,nonDRNA
0.11306203952351443,0.11321760103205541,0.11311931775174304,0.11248517702862951,RNA
0.027917403046508603,0.028493703901057297,0.02807377566210545,0.026342537692698627,nonDRNA
0.04105365435669092,0.04108590178646549,0.04092480298735923,0.042351346772827377,nonDRNA
0.041413237240545644,0.04233390358134448,0.04173219737428617,0.038200914789090296,nonDRNA
0.06975142876816084,0.06976189808452758,0.06999100091672904,0.06733864136879553,nonDRNA
0.038291751780700344,0.03933309027680399,0.03865400627412721,0.034643401660172796,nonDRNA
0.08721797608391288,0.0864907311327369,0.08745931489222127,0.08478739623920041,nonDRNA
0.07801418439716312,0.07782483102897046,0.07787150654746386,0.07945112654582416,nonDRNA
0.05207066186202728,0.052317917940376366,0.05200124473301318,0.05276977807894291,nonDRNA
0.03484893693528273,0.035575062400089744,0.03507119368213892,0.03261053701507708,nonDRNA
0.022401248594183937,0.02256218975236279,0.022422014953616873,0.022192105708961546,nonDRNA
0.1075688371701592,0.10822559385253948,0.10764417456539474,0.10681009656107064,nonDRNA
0.012095756156900549,0.01263426536164007,0.0122791229678472,0.010249025919024225,RNA
0.01613532557552388,0.016560563143281824,0.016265632753298963,0.01482297137048958,nonDRNA
0.6027374203370899,0.60532293799254,0.6036366388844501,0.5936811790614942,nonDRNA
0.05746440511984821,0.05729590262781502,0.05738387397919277,0.05827545315941047,nonDRNA
0.06425822641480564,0.06488207084162997,0.06452426808857789,0.061578858207691003,nonDRNA
0.0337472361847491,0.033457666096418655,0.03371712601239687,0.03405048280535321,DNA
0.10005585010749234,0.10089183049611578,0.10093270872406455,0.09122480094867016,DNA
0.013067395013273964,0.013237232520963626,0.013128569145759918,0.012451295951211248,nonDRNA
0.07776936200815565,0.07716577390133775,0.07736688505563452,0.08182280196510248,nonDRNA
0.021238342246398433,0.020977648147628796,0.021076357642071976,0.022869727257326784,nonDRNA
0.043524830345735115,0.043736152789073675,0.04351519331208316,0.043621887176012196,nonDRNA
0.030319722738644448,0.03014835796617775,0.03020159628598582,0.03150940199898357,nonDRNA
0.022630769583878444,0.022884707070140505,0.022707967132320164,0.021853294934778927,nonDRNA
0.03684576954562495,0.03765039122752896,0.03707285893306196,0.03455869896662714,nonDRNA
0.03266848753318491,0.032602294079703845,0.032665831237752414,0.03269523970862273,nonDRNA
0.04534569686397821,0.04599377401351768,0.04554208963759766,0.04336777909537523,nonDRNA
0.16465070730718323,0.16418935973301174,0.16513738320115054,0.15974928002710487,nonDRNA
0.006242970919690605,0.006408278879322433,0.00627412721507809,0.005929188548195833,RNA
0.04021972809413421,0.04035673219844631,0.04013422931682661,0.04108080636964256,nonDRNA
0.025316165163304184,0.025408755644053063,0.02530676781524125,0.025410808063696427,nonDRNA
0.1236047036501488,0.12467397705920297,0.12444807024331166,0.1151109605285448,nonDRNA
0.09703382374318131,0.09636256555515046,0.09649203959596639,0.10249025919024225,nonDRNA
0.13149257499598338,0.13038113133466078,0.13126887074120486,0.13374555310858885,nonDRNA
0.027045223285669474,0.027568219423956025,0.027064532678446777,0.026850753853972557,nonDRNA
0.039255739937417274,0.03958549513419525,0.03926796242251958,0.03913264441809249,nonDRNA
0.026708592500784195,0.026712847407241214,0.02666924584318046,0.02710486193460952,nonDRNA
0.04715126198290834,0.047143618363855624,0.04708118518767714,0.047857021853294934,nonDRNA
0.020450320181780623,0.02093558067139692,0.020571736150242638,0.019227511434863627,nonDRNA
0.04298163067012478,0.04366604032868721,0.04328811364075996,0.03989496866000339,nonDRNA
0.13449164926132495,0.13416720419552963,0.1343891136323496,0.1355243096730476,nonDRNA
0.037174749630853744,0.037285806433519364,0.03714855215683636,0.0374385905471794,nonDRNA
0.00262418998217387,0.002355778668985052,0.0025315178173438407,0.0035575131289174995,nonDRNA
0.051343845394661344,0.052037468098830524,0.051513443957578155,0.049635778417753684,nonDRNA
0.055765949796108855,0.05564124856269456,0.05565134019057872,0.05692021006267999,DRNA
0.017948541394110493,0.017710407493619768,0.01776267651239266,0.01982043028968321,nonDRNA
0.017719020404415985,0.018341419637097903,0.017880421527152843,0.016093511773674404,RNA
0.09060723603173511,0.08996830916790532,0.09015062951531105,0.09520582754531594,nonDRNA
0.02276848217769515,0.02277252713352217,0.022691146415925855,0.023547348805692023,nonDRNA
0.012585400934915498,0.012746445298258406,0.012590306221141958,0.012535998644756904,nonDRNA
0.031191902499483577,0.030947640014583392,0.031042632105701382,0.03269523970862273,nonDRNA
0.0525756080393552,0.053579942227332644,0.05280863911994012,0.050228697272573265,nonDRNA
0.05198650416580596,0.053369604846173264,0.05242176264287096,0.04760291377265797,nonDRNA
0.016632621053195316,0.017191575286759964,0.016820716394311232,0.014738268676943927,RNA
0.01220286595209132,0.012732422806181115,0.012380047266213069,0.010418431306115535,RNA
0.007046294383621382,0.00702526853072328,0.0069637765872448505,0.007877350499745892,nonDRNA
0.06677530660178874,0.0665928148750596,0.06688757874197862,0.06564458749788243,nonDRNA
0.08777647715883617,0.0872199007207561,0.08759388062337575,0.08961544977130273,nonDRNA
0.04257614358833115,0.04339961297921867,0.04280872322352209,0.040233779434186004,nonDRNA
0.05750265861813063,0.057225790167428556,0.057367053262798465,0.05886837201423005,nonDRNA
0.10170840123329278,0.10141066270297558,0.10178215490197727,0.10096561070642046,nonDRNA
0.03077111401837698,0.031087864935356313,0.030840783508969648,0.030069456208707438,nonDRNA
0.08379046263780823,0.08437333482906582,0.08401947838958461,0.08148399119091987,nonDRNA
0.02944754297780532,0.029264940965308354,0.029427843331847503,0.02964594274097916,nonDRNA
0.03599654188375527,0.03658468182965477,0.036257054187937864,0.03337286125698797,nonDRNA
0.024841821784602203,0.02512830580250722,0.024852608472594847,0.024733186515331188,nonDRNA
0.062299647302745835,0.06317132680820035,0.0627412721507809,0.057851939691682196,nonDRNA
0.052284881452408824,0.05223378298791261,0.05232083834450509,0.051922751143486365,nonDRNA
0.1007214609776064,0.10106010040104327,0.10108409517161336,0.09706928680332035,nonDRNA
0.07967438622262006,0.07970384496732759,0.07974701642542956,0.07894291038455023,nonDRNA
0.052866334626301574,0.052472165353226574,0.052741356254362874,0.05412502117567339,nonDRNA
0.03487188903425218,0.03488796028830244,0.0349618590255759,0.03396578011180756,nonDRNA
0.018744214158384783,0.0192248366379673,0.018914895585402984,0.017025241402676604,nonDRNA
0.04894917640218198,0.049499397032840675,0.04922582652795183,0.04616296798238184,nonDRNA
0.03038092833589632,0.0305830552205738,0.030596883121252135,0.02820599695070303,nonDRNA
0.03152088258471237,0.03185910199960737,0.031597715746713655,0.030747077757072677,nonDRNA
0.035537499904366256,0.03551897243178058,0.03563468768134835,0.03455869896662714,nonDRNA
0.03251547354005524,0.03251815912724009,0.03232941690986619,0.03438929357953583,nonDRNA
0.03657799505764802,0.03760832375129708,0.03687942069452738,0.033542266644079284,nonDRNA
0.08941372688532366,0.09173514316964411,0.09020950202269115,0.08139928849737421,nonDRNA
0.020863457963230737,0.02072524329023754,0.02078199510517153,0.021683889547687615,nonDRNA
0.05337893150328597,0.05214964803544886,0.05288433234371452,0.058360155852956126,nonDRNA
0.03753433251470847,0.03703340157612811,0.03762794257407423,0.036591563611722853,nonDRNA
0.006564300305262916,0.006352188911013266,0.006484386170006981,0.007369134338471963,nonDRNA
0.1970131668541088,0.19596432678015538,0.19760136584217122,0.1910892766389971,nonDRNA
0.02485712318391517,0.025506913088594103,0.025037636352932272,0.023039132644418092,nonDRNA
0.0478704277506178,0.04746613568163334,0.047501703097534924,0.05158394036930374,nonDRNA
0.017397691018843673,0.017500070112460388,0.017392620751717814,0.01744875487040488,nonDRNA
0.08763876456501947,0.08771068794346132,0.08755182883238997,0.08851431475520921,nonDRNA
0.0197158530147582,0.01964551140028606,0.019545672450189653,0.021429781467050654,nonDRNA
0.00827805702831524,0.00837142777014331,0.008343075331578373,0.007623242419108928,nonDRNA
0.04030388579035553,0.039851922483663794,0.040058536093052204,0.04277486024055565,nonDRNA
0.054756057441453024,0.05565527105477185,0.055096256549566444,0.05132983228866678,nonDRNA
0.028368794326241134,0.02864795131390751,0.028452241780977452,0.027528375402337796,nonDRNA
0.0334641602974592,0.034102700731974085,0.03365825350501678,0.03150940199898357,nonDRNA
0.053049951418057184,0.053327537369941384,0.05302730843306616,0.05327799424021684,nonDRNA
0.3060509383583129,0.3083405782875733,0.3075499785535866,0.2909537523293241,nonDRNA
0.02632605751796002,0.026712847407241214,0.026501038679237348,0.024563781128239877,nonDRNA
0.10629117032752645,0.10596797262809547,0.10539019856855704,0.11536506860918178,nonDRNA
0.29958609714858425,0.29963261070757496,0.29977880757941483,0.2976452651194308,nonDRNA
0.02421446441277055,0.0237681240710099,0.024053624443865065,0.0258343215314247,nonDRNA
0.4071243315201175,0.40867150910059735,0.40855838050142557,0.39268168727765546,nonDRNA
0.053049951418057184,0.052948930083854505,0.05291797377650314,0.05437912925631035,nonDRNA
0.29742094914579936,0.3009927924390723,0.29904710641626225,0.28104353718448244,nonDRNA
0.04656980880901559,0.04624617887090894,0.046383125457313226,0.048449940708114515,nonDRNA
0.021414308338497556,0.02142636789410214,0.02137913053716958,0.021768592241233273,nonDRNA
0.1371770448407507,0.1378971870880893,0.13761869118005735,0.132729120786041,nonDRNA
0.04187992991959115,0.04348374793168242,0.042472308895635864,0.035913942063357615,RNA
0.12164612453808901,0.12212188350113583,0.12187450063498205,0.11934609520582755,nonDRNA
0.022669023082160865,0.02257621224444008,0.0226070428339543,0.023293240725055057,nonDRNA
0.0238166280306334,0.02362789915023698,0.02361628581761297,0.0258343215314247,nonDRNA
0.06477847399144651,0.06583560030288584,0.06503729993860438,0.062171777062510584,nonDRNA
0.10671195880863305,0.1076506716773705,0.10686201125305927,0.1052007453837032,DNA
0.07000390185682481,0.07154275457834366,0.07054608455774132,0.06454345248178892,nonDRNA
0.037373667821922314,0.03760832375129708,0.037341990395370936,0.037692698627816365,nonDRNA
0.0451620800722226,0.04555907675912163,0.045289778891682994,0.04387599525664916,nonDRNA
0.022860290573572955,0.02319320189584093,0.02302756074381208,0.021175673386413688,nonDRNA
0.5643309080615422,0.5662422525731273,0.5644527800439021,0.5631035066915128,nonDRNA
0.08614687813200517,0.08609810135457273,0.08575201217819867,0.09012366593257666,nonDRNA
0.08835793033272893,0.08989819670751886,0.08904887259148367,0.08139928849737421,nonDRNA
0.07990390721231456,0.07928317020500883,0.07946947460492343,0.08427918007792648,nonDRNA
0.042025293213064335,0.042418038533808225,0.042110663493158174,0.04116550906318821,nonDRNA
0.028391746425210584,0.02780660178926999,0.028141058527682693,0.030916483144163984,nonDRNA
0.03200287666307084,0.031480494713520484,0.0318163850598397,0.0338810774182619,nonDRNA
0.03311987881291744,0.0321535743332305,0.03269106231234388,0.0374385905471794,nonDRNA
0.056706985853856334,0.05736601508820147,0.05687925248736344,0.054972048111129934,nonDRNA
0.03181160917165875,0.032167596825307794,0.031858436850825476,0.03133999661189226,nonDRNA
0.03469592294215306,0.03523852259023474,0.0348861658018015,0.03277994240216839,nonDRNA
0.027221189377768597,0.028059006646661246,0.027333664140755755,0.026088429612061665,nonDRNA
0.04067111937386674,0.0408895868973834,0.04065567152505025,0.04082669828900559,nonDRNA
0.03190341756753655,0.032391956698544465,0.03197618186558566,0.03117059122480095,nonDRNA
0.10675021230691546,0.1076506716773705,0.10702180805880522,0.10401490767406403,nonDRNA
0.017061060233958397,0.017163530302605378,0.01703938570743728,0.01727934948331357,nonDRNA
0.033043371816352606,0.03385029587458283,0.03326296666975046,0.03083178045061833,nonDRNA
0.04048750258211113,0.0408895868973834,0.04058838865947301,0.039471455192275115,nonDRNA
0.014727596838730901,0.014625459236615531,0.01481064078519104,0.013891241741487379,nonDRNA
0.021988110812733823,0.02211347000588945,0.021984676327364783,0.022022700321870235,nonDRNA
0.06086131576732692,0.06087163810752447,0.0608657622728152,0.060816533965780115,nonDRNA
0.1206744856817156,0.12038309448355161,0.12063817798000016,0.12104014907674064,nonDRNA
0.031061840605323358,0.031045797459124436,0.031017401031109913,0.03150940199898357,nonDRNA
0.04877321031008286,0.0487562049527442,0.04876325682710827,0.04887345417584279,RNA
0.03104653920601039,0.03164876461844799,0.031151966762264404,0.02998475351516178,nonDRNA
0.03870488956215046,0.03913677538772191,0.03883903415446464,0.03735388785363374,nonDRNA
0.009249695884688654,0.009605407072945004,0.009360728673434201,0.008131458580382856,nonDRNA
0.0398983987085619,0.0401884622935188,0.03993238072009487,0.03955615788582077,nonDRNA
0.9798021529068833,0.9803825335838685,0.9799244749833895,0.9785702185329493,nonDRNA
0.08422655251822779,0.08410690747959727,0.08420450626992204,0.08444858546501778,nonDRNA
0.015400858408501458,0.01583139355526264,0.015491879799160646,0.014484160596306963,nonDRNA
0.059377080033969104,0.0592450290265586,0.05945282209569305,0.05861426393359309,nonDRNA
0.04170396382749202,0.042446083517962814,0.04189199418003213,0.03981026596645773,nonDRNA
0.05161927058229475,0.05153265838404801,0.051605957897746864,0.05175334575639505,nonDRNA
0.049591835173326604,0.04989202681100485,0.04973885837797832,0.0481111299339319,nonDRNA
0.02554568615299869,0.025633115517289733,0.025567488919353076,0.02532610537015077,nonDRNA
0.018193363783117967,0.018215217208402277,0.018107501198476043,0.01905810604777232,nonDRNA
0.19837499139296288,0.19805367809967186,0.19836670843811238,0.19845841097746908,nonDRNA
0.058145317389275246,0.05888044423254901,0.058241730515302646,0.05717431814331696,nonDRNA
0.009035476294307114,0.009100597358162493,0.00899908327095651,0.009401998983567677,nonDRNA
0.018828371854606105,0.018537734526179992,0.01855325018292529,0.02159918685414196,nonDRNA
0.08928366499116344,0.09027680399360574,0.08959554587429878,0.08614263933593089,nonDRNA
0.03305867321566557,0.03342962111226407,0.03298542484924433,0.03379637472471625,nonDRNA
0.03554515060402274,0.03575735479709454,0.035449659801010926,0.036506860918177196,nonDRNA
0.02739715546986772,0.027287769582410186,0.027300022707967133,0.028375402337794342,nonDRNA
0.009854101157550858,0.010334576660964186,0.009966274463629406,0.00872437743520244,RNA
0.026356660316585952,0.026881117312168717,0.026475807604645882,0.02515669998305946,nonDRNA
0.0314137727895216,0.03169083209467986,0.03147156037375632,0.03083178045061833,nonDRNA
0.03113069690223171,0.031087864935356313,0.031076273538490004,0.03167880738607488,nonDRNA
0.021942206614794922,0.02200129006927111,0.02204354883474487,0.020921565305776723,nonDRNA
0.02461995149456418,0.023936393975937404,0.024415269846342756,0.026681348466881246,nonDRNA
0.03969182981783684,0.04077740696076507,0.040058536093052204,0.03599864475690327,DNA
0.03255372703833766,0.03272849650839947,0.03254808622299224,0.03261053701507708,nonDRNA
0.058099413191336345,0.05896457918501276,0.058443579112034384,0.05463323733694731,nonDRNA
0.16146036555042959,0.161272681380935,0.16104994911733292,0.16559376588175503,nonDRNA
