ATC_C,ATC_H,ATC_N,ATC_O,ATC_S,Labels
0.5436363636363634,0.3954198473282443,0.6080305927342259,0.36258660508083146,0.11794871794871796,nonDRNA
0.6509090909090905,0.40152671755725183,0.4493307839388151,0.42725173210161677,0.0717948717948718,nonDRNA
0.6527272727272727,0.4076335877862596,0.4110898661567877,0.4434180138568131,0.11282051282051282,nonDRNA
0.7236363636363637,0.3251908396946564,0.487571701720841,0.3787528868360278,0.12307692307692307,nonDRNA
0.6327272727272728,0.3847328244274809,0.5009560229445504,0.3856812933025406,0.13846153846153847,nonDRNA
0.5545454545454547,0.4412213740458014,0.5200764818355641,0.3903002309468823,0.10256410256410257,nonDRNA
0.6672727272727269,0.39389312977099245,0.48948374760994334,0.3579676674364898,0.09743589743589744,nonDRNA
0.6781818181818182,0.4748091603053435,0.4244741873804972,0.3302540415704389,0.0358974358974359,nonDRNA
0.661818181818182,0.3786259541984731,0.5372848948374769,0.31408775981524256,0.13846153846153847,nonDRNA
0.598181818181818,0.6244274809160306,0.26003824091778205,0.33949191685912256,0.17435897435897438,nonDRNA
0.5381818181818183,0.35419847328244286,0.6309751434034415,0.4133949191685912,0.08717948717948719,nonDRNA
0.6854545454545454,0.28854961832061055,0.5602294455066924,0.3903002309468823,0.13846153846153847,nonDRNA
0.5636363636363633,0.3740458015267175,0.6845124282982793,0.28637413394919176,0.09743589743589744,nonDRNA
0.8454545454545452,0.23206106870229004,0.5736137667304019,0.28175519630485,0.08205128205128205,nonDRNA
0.6363636363636364,0.38015267175572526,0.606118546845125,0.29330254041570447,0.061538461538461535,nonDRNA
0.6727272727272726,0.41221374045801523,0.46462715105162544,0.36258660508083146,0.07692307692307693,nonDRNA
0.6236363636363635,0.47938931297709914,0.38814531548757214,0.39260969976905313,0.12820512820512822,nonDRNA
0.6090909090909087,0.3862595419847328,0.5296367112810703,0.36951501154734423,0.15384615384615385,nonDRNA
0.5381818181818183,0.3816793893129772,0.5525812619502872,0.42725173210161677,0.1794871794871795,DNA
0.6418181818181821,0.3465648854961832,0.5506692160611862,0.3949191685912242,0.08205128205128205,nonDRNA
0.5,0.5129770992366413,0.5239005736137674,0.32101616628175533,0.1641025641025641,nonDRNA
0.6145454545454544,0.40152671755725183,0.4741873804971316,0.40877598152424954,0.1435897435897436,nonDRNA
0.7418181818181815,0.32671755725190826,0.48374760994263916,0.36720554272517336,0.11282051282051282,nonDRNA
0.4036363636363634,0.2610687022900762,0.7571701720841306,0.5635103926096998,0.11282051282051282,RNA
0.6072727272727273,0.37251908396946565,0.45506692160611933,0.491916859122402,0.13333333333333333,nonDRNA
0.6290909090909093,0.3740458015267175,0.5430210325047797,0.3741339491916859,0.09230769230769231,nonDRNA
0.6836363636363633,0.3404580152671754,0.5296367112810703,0.36951501154734423,0.09743589743589744,nonDRNA
0.48727272727272725,0.5099236641221375,0.4263862332695981,0.489607390300231,0.09743589743589744,nonDRNA
0.5054545454545457,0.418320610687023,0.5583173996175915,0.39722863741339504,0.2,nonDRNA
0.5363636363636363,0.37251908396946565,0.5946462715105165,0.3995381062355659,0.16923076923076924,nonDRNA
0.5654545454545453,0.364885496183206,0.5678776290630977,0.4064665127020787,0.16923076923076924,nonDRNA
0.6454545454545456,0.3068702290076336,0.5525812619502872,0.45958429561200925,0.05641025641025641,nonDRNA
0.6236363636363635,0.40152671755725183,0.6156787762906312,0.26789838337182453,0.05128205128205129,nonDRNA
0.5309090909090906,0.35877862595419846,0.6022944550669217,0.45727482678983844,0.08205128205128205,nonDRNA
0.5454545454545454,0.4458015267175573,0.546845124282983,0.38799076212471145,0.041025641025641026,nonDRNA
0.6436363636363635,0.36183206106870225,0.5506692160611862,0.3648960739030023,0.09230769230769231,DNA
0.43999999999999967,0.4137404580152671,0.6462715105162533,0.3995381062355659,0.15897435897435896,nonDRNA
0.5872727272727274,0.46106870229007635,0.4703632887189297,0.39260969976905313,0.06666666666666667,nonDRNA
0.5127272727272728,0.4351145038167939,0.5889101338432122,0.3787528868360278,0.08205128205128205,nonDRNA
0.5363636363636363,0.4076335877862596,0.5430210325047797,0.445727482678984,0.07692307692307693,nonDRNA
0.570909090909091,0.19236641221374046,0.6826003824091783,0.5334872979214782,0.1435897435897436,RNA
0.8872727272727271,0.3664122137404581,0.33078393881453116,0.3233256351039262,0.0717948717948718,nonDRNA
0.6945454545454546,0.4473282442748092,0.37667304015296366,0.38799076212471145,0.0717948717948718,nonDRNA
0.570909090909091,0.3603053435114503,0.5697896749521986,0.43187066974595845,0.09743589743589744,nonDRNA
0.5381818181818183,0.43206106870229016,0.49139579349904433,0.4064665127020787,0.21538461538461537,nonDRNA
0.5527272727272726,0.42290076335877863,0.5965583173996175,0.34411085450346424,0.0717948717948718,nonDRNA
0.6545454545454542,0.3282442748091604,0.5678776290630977,0.39722863741339504,0.061538461538461535,nonDRNA
0.6036363636363636,0.28091603053435116,0.6214149139579354,0.4411085450346421,0.11282051282051282,nonDRNA
0.5781818181818181,0.4534351145038167,0.4225621414913962,0.4295612009237876,0.16923076923076924,nonDRNA
0.5563636363636362,0.4137404580152671,0.5028680688336528,0.45958429561200925,0.07692307692307693,nonDRNA
0.5927272727272723,0.4091603053435115,0.4340344168260033,0.5080831408775982,0.07692307692307693,nonDRNA
0.6236363636363635,0.2763358778625953,0.6883365200764825,0.3602771362586606,0.07692307692307693,nonDRNA
0.6309090909090908,0.3603053435114503,0.5640535372848957,0.3533487297921479,0.12307692307692307,nonDRNA
0.5690909090909089,0.43358778625954203,0.5315487571701726,0.33949191685912256,0.16923076923076924,DNA
0.6654545454545455,0.3007633587786258,0.6156787762906312,0.3648960739030023,0.06666666666666667,RNA
0.38545454545454566,0.43969465648854955,0.49330783938814526,0.5334872979214782,0.3384615384615385,nonDRNA
0.6454545454545456,0.37251908396946565,0.5258126195028684,0.38337182448036955,0.0717948717948718,nonDRNA
0.5109090909090906,0.3847328244274809,0.7304015296367118,0.29099307159353366,0.0717948717948718,nonDRNA
0.521818181818182,0.34809160305343506,0.6137667304015302,0.47113163972286376,0.07692307692307693,nonDRNA
0.6036363636363636,0.39847328244274804,0.5296367112810703,0.3533487297921479,0.16923076923076924,nonDRNA
0.5909090909090909,0.3969465648854962,0.544933078393882,0.39260969976905313,0.07692307692307693,nonDRNA
0.4181818181818183,0.34351145038167946,0.6520076481835562,0.5889145496535798,0.020512820512820513,nonDRNA
0.6454545454545456,0.3297709923664123,0.6328871892925438,0.33487297921478065,0.0358974358974359,nonDRNA
0.6363636363636364,0.3664122137404581,0.5066921606118547,0.40415704387990764,0.12820512820512822,RNA
0.5181818181818177,0.41526717557251897,0.6099426386233269,0.3579676674364898,0.12820512820512822,nonDRNA
0.6327272727272728,0.33129770992366414,0.487571701720841,0.5173210161662818,0.05641025641025641,nonDRNA
0.5654545454545453,0.32061068702290074,0.6711281070745698,0.36720554272517336,0.12307692307692307,nonDRNA
0.6109090909090908,0.40152671755725183,0.5047801147227537,0.39260969976905313,0.10769230769230768,nonDRNA
0.5072727272727271,0.39847328244274804,0.6692160611854688,0.325635103926097,0.12307692307692307,nonDRNA
0.4981818181818179,0.46106870229007635,0.4455066921606118,0.4780600461893765,0.2,nonDRNA
0.6581818181818183,0.34961832061068693,0.48948374760994334,0.4411085450346421,0.09743589743589744,nonDRNA
0.7309090909090908,0.34809160305343506,0.546845124282983,0.28637413394919176,0.0717948717948718,nonDRNA
0.5309090909090906,0.3816793893129772,0.6195028680688344,0.39260969976905313,0.09743589743589744,nonDRNA
0.5454545454545454,0.46717557251908387,0.5086042065009557,0.3903002309468823,0.0717948717948718,nonDRNA
0.521818181818182,0.36946564885496186,0.510516252390058,0.5427251732101618,0.12307692307692307,nonDRNA
0.37999999999999995,0.23816793893129756,0.774378585086042,0.6166281755196305,0.09230769230769231,RNA
0.521818181818182,0.3603053435114503,0.6653919694072655,0.3903002309468823,0.0717948717948718,nonDRNA
0.6509090909090905,0.3709923664122138,0.5487571701720839,0.32101616628175533,0.1435897435897436,nonDRNA
0.718181818181818,0.28091603053435116,0.5219885277246651,0.40184757505773677,0.14871794871794872,nonDRNA
0.5818181818181817,0.36946564885496186,0.5793499043977061,0.38799076212471145,0.11282051282051282,nonDRNA
0.6145454545454544,0.39083969465648843,0.46653919694072643,0.45034642032332567,0.10769230769230768,DNA
0.5418181818181819,0.39847328244274804,0.5602294455066924,0.43187066974595845,0.08205128205128205,DNA
0.5745454545454546,0.3740458015267175,0.6099426386233269,0.325635103926097,0.17435897435897438,nonDRNA
0.6381818181818179,0.43664122137404576,0.4130019120458887,0.43648960739030035,0.06666666666666667,nonDRNA
0.7909090909090906,0.2961832061068702,0.46462715105162544,0.3787528868360278,0.10256410256410257,nonDRNA
0.6999999999999996,0.3816793893129772,0.5353728489483746,0.2840646651270209,0.08717948717948719,nonDRNA
0.6563636363636363,0.3404580152671754,0.4760994263862339,0.43648960739030035,0.17435897435897438,nonDRNA
0.5236363636363635,0.38015267175572526,0.581261950286807,0.4295612009237876,0.13846153846153847,nonDRNA
0.4581818181818181,0.3755725190839694,0.6156787762906312,0.4642032332563512,0.17435897435897438,nonDRNA
0.598181818181818,0.34961832061068693,0.5258126195028684,0.445727482678984,0.1435897435897436,nonDRNA
0.48727272727272725,0.4870229007633588,0.5525812619502872,0.36951501154734423,0.09743589743589744,nonDRNA
0.5290909090909092,0.4091603053435115,0.46653919694072643,0.5242494226327945,0.12820512820512822,nonDRNA
0.47454545454545444,0.1465648854961831,0.6864244741873802,0.7505773672055427,0.0717948717948718,RNA
0.6145454545454544,0.3557251908396947,0.510516252390058,0.4618937644341801,0.08205128205128205,nonDRNA
0.6127272727272729,0.3465648854961832,0.5372848948374769,0.4387990762124712,0.10256410256410257,nonDRNA
0.5236363636363635,0.37709923664122125,0.5544933078393882,0.491916859122402,0.08717948717948719,nonDRNA
0.7436363636363637,0.3526717557251907,0.451242829827916,0.3787528868360278,0.0717948717948718,nonDRNA
0.5890909090909088,0.5129770992366413,0.4110898661567877,0.3579676674364898,0.12820512820512822,nonDRNA
0.45454545454545453,0.4351145038167939,0.5659655831739967,0.4942263279445729,0.046153846153846156,nonDRNA
0.6399999999999999,0.364885496183206,0.5487571701720839,0.3579676674364898,0.11282051282051282,nonDRNA
0.6236363636363635,0.317557251908397,0.5239005736137674,0.4780600461893765,0.12307692307692307,nonDRNA
0.6636363636363634,0.3419847328244276,0.5162523900573622,0.3995381062355659,0.11794871794871796,nonDRNA
0.549090909090909,0.2748091603053434,0.6806883365200773,0.4688221709006929,0.07692307692307693,nonDRNA
0.5381818181818183,0.364885496183206,0.6271510516252397,0.3556581986143187,0.19487179487179487,nonDRNA
0.6399999999999999,0.38778625954198465,0.4780114722753349,0.40184757505773677,0.13333333333333333,nonDRNA
0.6636363636363634,0.4244274809160305,0.5143403441682599,0.2840646651270209,0.09743589743589744,nonDRNA
0.6927272727272725,0.5740458015267176,0.2944550669216061,0.20323325635103945,0.2820512820512821,nonDRNA
0.5527272727272726,0.38931297709923657,0.5697896749521986,0.3856812933025406,0.15384615384615385,nonDRNA
0.6072727272727273,0.35114503816793885,0.46462715105162544,0.5565819861431871,0.030769230769230767,DRNA
0.7163636363636366,0.483969465648855,0.3938814531548764,0.25635103926097,0.13333333333333333,nonDRNA
0.4709090909090909,0.34809160305343506,0.6998087954110896,0.4133949191685912,0.11794871794871796,RNA
0.5818181818181817,0.531297709923664,0.39005736137667313,0.3810623556581987,0.09230769230769231,nonDRNA
0.6745454545454547,0.3755725190839694,0.49330783938814526,0.36720554272517336,0.11282051282051282,nonDRNA
0.6836363636363633,0.29465648854961835,0.6080305927342259,0.351039260969977,0.08717948717948719,nonDRNA
0.6181818181818179,0.3923664122137406,0.4340344168260033,0.51270207852194,0.041025641025641026,nonDRNA
0.5127272727272728,0.40458015267175584,0.5946462715105165,0.43187066974595845,0.05128205128205129,nonDRNA
0.6163636363636364,0.317557251908397,0.701720841300192,0.2840646651270209,0.09230769230769231,nonDRNA
0.48727272727272725,0.2793893129770993,0.7208413001912043,0.489607390300231,0.0717948717948718,RNA
0.3781818181818179,0.23053435114503817,0.7533460803059273,0.6558891454965358,0.09230769230769231,RNA
0.5800000000000002,0.468702290076336,0.4302103250478014,0.4249422632794459,0.09743589743589744,nonDRNA
0.6381818181818179,0.3282442748091604,0.5315487571701726,0.40184757505773677,0.18461538461538463,nonDRNA
0.6363636363636364,0.3664122137404581,0.44168260038240986,0.5196304849884527,0.046153846153846156,nonDRNA
0.5454545454545454,0.33893129770992353,0.6271510516252397,0.38799076212471145,0.18461538461538463,nonDRNA
0.6327272727272728,0.4244274809160305,0.4588910133843212,0.3741339491916859,0.13333333333333333,nonDRNA
0.5963636363636365,0.40152671755725183,0.48948374760994334,0.420323325635104,0.12820512820512822,nonDRNA
0.6090909090909087,0.29923664122137394,0.581261950286807,0.4688221709006929,0.08717948717948719,nonDRNA
0.5054545454545457,0.41068702290076337,0.5219885277246651,0.51270207852194,0.06666666666666667,nonDRNA
0.6036363636363636,0.38931297709923657,0.48948374760994334,0.38799076212471145,0.22564102564102564,nonDRNA
0.4600000000000002,0.44427480916030543,0.5717017208413009,0.42725173210161677,0.13846153846153847,nonDRNA
0.6018181818181816,0.3419847328244276,0.5755258126195029,0.4064665127020787,0.11794871794871796,nonDRNA
0.49636363636363645,0.4061068702290077,0.583173996175908,0.4642032332563512,0.05128205128205129,nonDRNA
0.5545454545454547,0.37251908396946565,0.5162523900573622,0.47113163972286376,0.1641025641025641,nonDRNA
0.5345454545454548,0.4198473282442749,0.510516252390058,0.4688221709006929,0.07692307692307693,nonDRNA
0.6236363636363635,0.34351145038167946,0.5181644359464632,0.43648960739030035,0.13846153846153847,nonDRNA
0.598181818181818,0.500763358778626,0.43212237093690237,0.3602771362586606,0.08205128205128205,nonDRNA
0.5890909090909088,0.3862595419847328,0.5143403441682599,0.43648960739030035,0.10769230769230768,nonDRNA
0.4981818181818179,0.3923664122137406,0.6539196940726585,0.376443418013857,0.09743589743589744,nonDRNA
0.4454545454545453,0.3709923664122138,0.5697896749521986,0.5658198614318707,0.12307692307692307,nonDRNA
0.4909090909090908,0.3740458015267175,0.581261950286807,0.45034642032332567,0.21025641025641026,nonDRNA
0.5909090909090909,0.3862595419847328,0.5697896749521986,0.3648960739030023,0.10256410256410257,nonDRNA
0.5309090909090906,0.5679389312977099,0.43977055449330754,0.29561200923787534,0.16923076923076924,nonDRNA
0.6690909090909091,0.34961832061068693,0.49139579349904433,0.45727482678983844,0.010256410256410256,nonDRNA
0.6018181818181816,0.29923664122137394,0.7074569789674962,0.3302540415704389,0.08205128205128205,nonDRNA
0.44727272727272743,0.5282442748091603,0.6214149139579354,0.3025404157043881,0.0358974358974359,nonDRNA
0.570909090909091,0.35877862595419846,0.5009560229445504,0.4965357967667437,0.15384615384615385,nonDRNA
0.6672727272727269,0.5038167938931297,0.3288718929254302,0.3718244803695151,0.12820512820512822,nonDRNA
0.5290909090909092,0.4732824427480916,0.41491395793499103,0.491916859122402,0.11794871794871796,nonDRNA
0.5672727272727275,0.43969465648854955,0.39196940726577406,0.49884526558891457,0.1794871794871795,nonDRNA
0.5399999999999998,0.41068702290076337,0.4722753346080307,0.4780600461893765,0.1794871794871795,nonDRNA
0.4436363636363639,0.44274809160305356,0.6233269598470363,0.4064665127020787,0.10256410256410257,nonDRNA
0.781818181818182,0.32671755725190826,0.4493307839388151,0.3718244803695151,0.07692307692307693,nonDRNA
0.6581818181818183,0.282442748091603,0.5736137667304019,0.4480369515011548,0.0717948717948718,nonDRNA
0.6563636363636363,0.32366412213740453,0.5143403441682599,0.45496535796766757,0.08205128205128205,nonDRNA
0.6527272727272727,0.3465648854961832,0.4780114722753349,0.48036951501154734,0.061538461538461535,nonDRNA
0.4909090909090908,0.2732824427480915,0.6558317399617595,0.4688221709006929,0.3128205128205128,nonDRNA
0.7054545454545452,0.4351145038167939,0.41491395793499103,0.3233256351039262,0.12820512820512822,nonDRNA
0.6218181818181815,0.33282442748091606,0.6328871892925438,0.3279445727482681,0.10769230769230768,nonDRNA
0.5345454545454548,0.4870229007633588,0.5258126195028684,0.36258660508083146,0.046153846153846156,nonDRNA
0.5363636363636363,0.34961832061068693,0.6252390057361373,0.4133949191685912,0.12820512820512822,nonDRNA
0.5472727272727269,0.38778625954198465,0.49521988527724625,0.5288683602771362,0.05641025641025641,nonDRNA
0.5872727272727274,0.36183206106870225,0.5774378585086037,0.38337182448036955,0.1435897435897436,nonDRNA
0.6763636363636362,0.2396946564885497,0.6749521988527731,0.3233256351039262,0.1641025641025641,nonDRNA
0.9454545454545453,0.19389312977099232,0.5315487571701726,0.2632794457274828,0.08205128205128205,nonDRNA
0.6436363636363635,0.3740458015267175,0.5066921606118547,0.3741339491916859,0.14871794871794872,nonDRNA
0.6818181818181818,0.3404580152671754,0.4110898661567877,0.4688221709006929,0.2,nonDRNA
0.6036363636363636,0.34351145038167946,0.5602294455066924,0.4064665127020787,0.14871794871794872,nonDRNA
0.6636363636363634,0.34351145038167946,0.5066921606118547,0.3949191685912242,0.1435897435897436,nonDRNA
0.570909090909091,0.39083969465648843,0.5774378585086037,0.3856812933025406,0.08205128205128205,nonDRNA
0.6654545454545455,0.3572519083969466,0.4608030592734222,0.4526558891454967,0.08717948717948719,nonDRNA
0.62,0.35877862595419846,0.5066921606118547,0.4526558891454967,0.08717948717948719,nonDRNA
0.5527272727272726,0.418320610687023,0.510516252390058,0.4387990762124712,0.10769230769230768,nonDRNA
0.5290909090909092,0.3465648854961832,0.7686424474187378,0.2840646651270209,0.05641025641025641,RNA
0.6454545454545456,0.3465648854961832,0.5487571701720839,0.38799076212471145,0.09230769230769231,nonDRNA
0.689090909090909,0.3572519083969466,0.49330783938814526,0.3741339491916859,0.11282051282051282,nonDRNA
0.7272727272727273,0.35877862595419846,0.4455066921606118,0.40877598152424954,0.05128205128205129,nonDRNA
0.6236363636363635,0.36946564885496186,0.6042065009560227,0.33487297921478065,0.041025641025641026,nonDRNA
0.6854545454545454,0.29465648854961835,0.5889101338432122,0.3856812933025406,0.05128205128205129,DNA
0.5,0.4076335877862596,0.6309751434034415,0.36720554272517336,0.12307692307692307,nonDRNA
0.6709090909090911,0.39389312977099245,0.5391969407265779,0.2979214780600462,0.09230769230769231,nonDRNA
0.5363636363636363,0.3603053435114503,0.5602294455066924,0.48036951501154734,0.11282051282051282,nonDRNA
0.6163636363636364,0.29923664122137394,0.6673040152963678,0.3302540415704389,0.13846153846153847,nonDRNA
