SOC1_SC1,SOC1_G1,Labels
0.6636532837011432,0.286644321228992,nonDRNA
0.7011433129486837,0.38820279216035886,nonDRNA
0.6258973677213506,0.26168650839832225,nonDRNA
0.5006647168306302,0.3967395077353584,nonDRNA
0.5660728529646369,0.3018984889532138,nonDRNA
0.6253655942568466,0.3992801757030991,nonDRNA
0.2972613666578038,0.33992467655272,nonDRNA
0.5229992023398031,0.28784468612621744,nonDRNA
0.5432065939909597,0.29005281410746064,nonDRNA
0.5764424355224673,0.2473437440751306,nonDRNA
0.48710449348577495,0.4083134761518852,nonDRNA
0.5301781441106089,0.323898338284152,nonDRNA
0.5315075777718692,0.3230132918929599,nonDRNA
0.3953735708588141,0.18828215203381563,nonDRNA
0.6370646104759371,0.27758908879240834,nonDRNA
0.5227333156075511,0.30261576235505605,nonDRNA
0.5780377559159797,0.45823632291181016,nonDRNA
0.34166445094389786,0.36239461100496095,nonDRNA
0.42807763892581746,0.33302029870964345,nonDRNA
0.48710449348577495,0.3876483293417451,nonDRNA
0.5822919436320126,0.4038303662510974,nonDRNA
0.5110342993884605,0.2630256275445345,nonDRNA
0.6080829566604626,0.3637939507547273,nonDRNA
0.7351768146769476,0.2710514000148384,nonDRNA
0.5985110342993885,0.3549740001826434,nonDRNA
0.6636532837011432,0.33795442499349176,nonDRNA
0.733049720818931,0.5655479606391686,nonDRNA
0.5836213772932729,0.39349207054522944,nonDRNA
0.5519808561552778,0.34016451778528034,nonDRNA
0.5554373836745545,0.33311103265303527,nonDRNA
0.5801648497739962,0.4176490887326242,nonDRNA
0.5591597979260834,0.24982194954010495,nonDRNA
0.4567934060090401,0.3319991681966159,nonDRNA
0.38580164849773996,0.2629732913730408,nonDRNA
0.32996543472480716,0.24550382494874773,nonDRNA
0.49933528316936987,0.3498277919126584,nonDRNA
0.4307365062483381,0.39305037441732027,nonDRNA
0.44961446423823437,0.3516207151218503,nonDRNA
0.6205796330763094,0.4057921204245482,nonDRNA
0.5054506780111672,0.30719218396349834,nonDRNA
0.6344057431534165,0.26607408988212233,nonDRNA
0.6011699016219091,0.3441798348437352,nonDRNA
0.675618186652486,0.2996115838243764,nonDRNA
0.5243286360010635,0.25300352359383127,RNA
0.5320393512363732,0.33371471649479945,nonDRNA
0.5474607817069926,0.27737245583483733,nonDRNA
0.5737835681999467,0.34898613928599054,nonDRNA
0.6027652220154214,0.32423448881994255,nonDRNA
0.7309226269609145,0.33216992198828876,DNA
0.5495878755650092,0.3605375291744977,nonDRNA
0.5775059824514757,0.3528784709595796,nonDRNA
0.5942568465833553,0.34753596636083134,nonDRNA
0.44775325711247,0.40483360355355963,nonDRNA
0.49135868120180803,0.4324357742896849,nonDRNA
0.5567668173358148,0.2817620776988192,nonDRNA
0.5126296197819729,0.2995410437671457,nonDRNA
0.5453336878489763,0.3612021137465434,nonDRNA
0.4536027652220153,0.29817981630398444,nonDRNA
0.6349375166179207,0.4375053717416514,nonDRNA
0.6413187981919702,0.35104355622244915,nonDRNA
0.5623504387131082,0.32196274799813507,nonDRNA
0.49162456793406006,0.3214190244645111,nonDRNA
0.5977133741026323,0.3592047746709925,nonDRNA
0.5051847912789151,0.26690177052268965,nonDRNA
0.4248869981387928,0.24163082230881494,nonDRNA
0.6123371443764956,0.41659207103895113,nonDRNA
0.6490295134272799,0.3495653049790684,nonDRNA
0.5825578303642648,0.35059054144233825,nonDRNA
0.7181600638128157,0.3437233690502304,nonDRNA
0.4847115128955065,0.35540937365097697,nonDRNA
0.5857484711512895,0.372368904565726,nonDRNA
0.6312151023663919,0.39784507472208086,nonDRNA
0.5368253124169104,0.3447064040699052,nonDRNA
0.5373570858814145,0.35137129333872463,nonDRNA
0.6469024195692634,0.40114457099503675,nonDRNA
0.5182132411592661,0.3218854654500157,nonDRNA
0.3621377293273065,0.2380080979078865,RNA
0.5067801116724274,0.3485407318492732,nonDRNA
0.6080829566604626,0.42209503516557456,nonDRNA
0.5105025259239564,0.3873607029091254,nonDRNA
0.6144642382345119,0.4279840341846135,nonDRNA
0.4801914384472214,0.3943945483325425,nonDRNA
0.5711247008774262,0.34012749706008916,nonDRNA
0.5070459984046795,0.2757437202555812,nonDRNA
0.5381547460781707,0.3908553451730466,nonDRNA
0.5854825844190374,0.33480235668445163,nonDRNA
0.6011699016219091,0.40674297957238537,nonDRNA
0.5886732252060621,0.41820071349156135,nonDRNA
0.4528051050252592,0.25609143328159995,nonDRNA
0.526721616591332,0.32811801243258226,nonDRNA
0.5386865195426748,0.33568118117558343,nonDRNA
0.5724541345386864,0.3297321630720206,nonDRNA
0.5974474873703802,0.2969976888790009,nonDRNA
0.3536293538952406,0.3881113864868659,nonDRNA
0.6357351768146768,0.39185774281288255,nonDRNA
0.3522999202339803,0.27132205686578187,nonDRNA
0.5110342993884605,0.261180435336859,nonDRNA
0.7117787822387662,0.47408574426502864,nonDRNA
0.5604892315873437,0.19669449678061587,RNA
0.6134006913055038,0.3182056691803814,nonDRNA
0.5195426748205264,0.3653221199412383,nonDRNA
0.6878489763360807,0.33100625034783016,nonDRNA
0.543738367455464,0.3590814030413184,nonDRNA
0.7335814942834351,0.47523349590209374,nonDRNA
0.6064876362669502,0.36374359618703156,DNA
0.5126296197819729,0.27373941198023244,nonDRNA
0.5030576974208986,0.34160643682682357,nonDRNA
0.49162456793406006,0.3116333695093578,nonDRNA
0.6748205264557299,0.2949650419900165,RNA
0.517947354427014,0.31673157426700044,nonDRNA
0.5987769210316405,0.40651661492497626,nonDRNA
0.6205796330763094,0.4014701921614941,nonDRNA
0.5658069662323849,0.3082784387098174,nonDRNA
0.750598245147567,0.5305516956264626,nonDRNA
0.49268811486306835,0.28456644171433176,nonDRNA
0.7155011964902951,0.43775273635134276,RNA
0.5575644775325711,0.39556265339166763,nonDRNA
0.6421164583887263,0.1900995094254313,DNA
0.5658069662323849,0.27212745286024853,nonDRNA
0.5232650890720552,0.3396065871600201,nonDRNA
0.5232650890720552,0.3788493703353172,nonDRNA
0.5695293804839138,0.345086401788038,nonDRNA
0.4940175485243286,0.3013023620750857,nonDRNA
0.6437117787822386,0.3453571006221128,nonDRNA
0.5884073384738101,0.3484879422599613,nonDRNA
0.46104759372507303,0.21465136216956454,nonDRNA
0.460781706992821,0.27422524077577703,nonDRNA
0.6732252060622174,0.42983165301727894,nonDRNA
0.5527785163520339,0.3966070341628159,nonDRNA
0.4514756713639989,0.37304027361179165,nonDRNA
0.5628822121776123,0.30809631588618513,nonDRNA
0.5474607817069926,0.3363735249940526,nonDRNA
0.45572985908003183,0.3185862294724739,nonDRNA
0.25126296197819725,0.20733177115781046,nonDRNA
0.31268279712842323,0.24864865536594968,nonDRNA
0.5163520340335016,0.3277645060703074,nonDRNA
0.6325445360276521,0.32364038552874375,nonDRNA
0.46024993352831683,0.31545319631517077,nonDRNA
0.2922095187450146,0.3982272639596682,nonDRNA
0.32969954799255513,0.3065797340439162,nonDRNA
0.530444030842861,0.3604423450191868,nonDRNA
0.7346450412124433,0.2958563270745216,RNA
0.3613400691305504,0.26025233104619305,nonDRNA
0.6333421962244083,0.4237447623104868,nonDRNA
0.5681999468226535,0.375880214132778,nonDRNA
0.5711247008774262,0.34962297300823875,nonDRNA
0.688646636532837,0.29911022127024633,nonDRNA
0.5360276522201541,0.4213405731060158,nonDRNA
0.47487370380218014,0.22395064254846603,nonDRNA
0.701675086413188,0.4559451103137002,nonDRNA
0.6306833289018878,0.4375487151264181,nonDRNA
0.6149960116990162,0.2870266532092257,nonDRNA
0.5841531507577772,0.29968156970427384,DNA
0.3586812018080298,0.12775969816210944,nonDRNA
0.4855091730922626,0.22744570464370042,nonDRNA
0.5631480989098643,0.25312413273346496,nonDRNA
0.37995214038819464,0.25989260278385773,nonDRNA
0.5862802446157935,0.39630893713724674,nonDRNA
0.5336346716298855,0.41427262058672054,nonDRNA
0.5753788885934591,0.39172420286880466,nonDRNA
0.662589736772135,0.3754342609153538,nonDRNA
0.5836213772932729,0.3038734678130278,nonDRNA
0.4201010369582557,0.26466418717651785,nonDRNA
0.5198085615527784,0.3226894340180177,nonDRNA
0.6687051316139324,0.44711575552020233,nonDRNA
0.4533368784897633,0.24190588738854601,nonDRNA
0.4554639723477798,0.3049814026483564,nonDRNA
0.6048923158734378,0.3853714245947863,nonDRNA
0.42701409199680934,0.2388702215093822,nonDRNA
0.4735442701409199,0.311230591744175,nonDRNA
0.7112470087742622,0.41269953784633184,nonDRNA
0.6256314809890986,0.3306683701070297,nonDRNA
0.60515820260569,0.4471826934247666,nonDRNA
0.6171231055570325,0.3267156666906138,nonDRNA
0.5945227333156076,0.32497342551754205,nonDRNA
0.4363201276256315,0.28852073209311135,nonDRNA
0.24674288752991222,0.27672873687905386,nonDRNA
0.460781706992821,0.3005682282477084,nonDRNA
0.9133209252858281,0.21615818713211649,RNA
0.5562350438713107,0.3211459661784566,nonDRNA
0.5192767880882743,0.29796330089918116,nonDRNA
0.5019941504918904,0.29278954329842916,nonDRNA
0.7423557564477532,0.32085337733971575,nonDRNA
0.6894442967295931,0.4341477624183331,DNA
0.5998404679606487,0.317508295782781,RNA
0.592395639457591,0.23825287635668901,RNA
0.3483116192501994,0.3776846994963334,nonDRNA
0.5479925551714969,0.396508046335808,nonDRNA
0.4129220951874501,0.36190521364325484,nonDRNA
0.5908003190640787,0.2969830451627992,nonDRNA
0.28423291677745277,0.37005984074018206,nonDRNA
0.5368253124169104,0.24821009117963624,RNA
0.4352565806966232,0.2976002643660985,nonDRNA
0.592927412922095,0.34559209700131954,nonDRNA
0.23584153150757775,0.1487518179955352,nonDRNA
0.5261898431268279,0.40183923228235446,nonDRNA
0.6971550119649028,0.2643267015771517,DNA
0.508907205530444,0.37679447238673736,nonDRNA
0.6144642382345119,0.33397811866065213,nonDRNA
0.6367987237436851,0.3358419681718828,nonDRNA
0.6429141185854825,0.332507315224766,nonDRNA
0.6490295134272799,0.45315693499362175,nonDRNA
0.6118053709119915,0.3361545913608859,nonDRNA
0.4097314544004254,0.20193598996542705,nonDRNA
0.5019941504918904,0.21665274002234777,nonDRNA
0.5804307365062482,0.305230404600169,nonDRNA
0.3953735708588141,0.3608097981776835,nonDRNA
0.6352034033501728,0.3078755265986143,nonDRNA
0.4852432863600106,0.31131793345055686,nonDRNA
0.47992555171496937,0.3077980257382121,nonDRNA
0.513693166710981,0.27002907718088165,nonDRNA
0.44668971018346176,0.2162913492280125,nonDRNA
0.43791544801914384,0.15575474704105402,nonDRNA
0.6827971284232915,0.339322596466572,nonDRNA
0.5796330763094921,0.43625698653883094,nonDRNA
0.5219356554107949,0.2964195811608321,nonDRNA
0.5740494549321987,0.2883020083756011,nonDRNA
0.6990162190906674,0.33322004605180056,RNA
0.6429141185854825,0.2988364660642121,nonDRNA
0.662589736772135,0.2879498874566595,DNA
0.5775059824514757,0.3629541117993321,nonDRNA
0.6546131348045731,0.32851000053301777,nonDRNA
0.49694230257910127,0.3133023753081688,nonDRNA
0.6830630151555437,0.36376667011600067,nonDRNA
0.6176548790215368,0.1609140456513822,RNA
0.5243286360010635,0.3316936149669258,nonDRNA
0.8082956660462641,0.3520401350002853,RNA
0.5410795001329434,0.2861646723503765,nonDRNA
0.5796330763094921,0.2896494653716919,nonDRNA
0.41983515022600365,0.35164098457764786,nonDRNA
0.5535761765487901,0.31263317259167883,nonDRNA
0.3544270140919967,0.16533171224708057,nonDRNA
0.49773996277585736,0.3256929324219702,nonDRNA
0.5277851635203403,0.2943210375489401,nonDRNA
0.5054506780111672,0.2520735132690037,nonDRNA
0.6147301249667642,0.36512352293687916,nonDRNA
0.5206062217495345,0.07392099238180813,nonDRNA
0.5339005583621376,0.46436592725639925,nonDRNA
0.6274926881148629,0.35820272968945954,nonDRNA
0.6320127625631481,0.3723349486091206,nonDRNA
0.5501196490295133,0.3143793349892152,DNA
0.6240361605955863,0.3229096691282552,nonDRNA
0.5211379952140388,0.3166056164764377,nonDRNA
0.5538420632810421,0.31084715980590094,nonDRNA
0.5402818399361871,0.3531250546830284,nonDRNA
0.5697952672161658,0.5457047091941009,nonDRNA
0.48790215368253115,0.28928876310071017,nonDRNA
0.6078170699282106,0.35126457221892904,nonDRNA
0.5214038819462908,0.3516544191796678,nonDRNA
0.40228662589736763,0.2695680520193164,nonDRNA
0.5373570858814145,0.3920414358056259,nonDRNA
0.6250997075245944,0.36558792354220204,nonDRNA
0.49375166179207647,0.3417755952595067,nonDRNA
0.6328104227599042,0.306805510927487,nonDRNA
0.539484179739431,0.3366290175379661,nonDRNA
0.6570061153948417,0.5153677824741787,nonDRNA
0.6027652220154214,0.3288966735690293,nonDRNA
0.6399893645307099,0.3934819190240782,nonDRNA
0.6288221217761233,0.3762459879660223,nonDRNA
0.7144376495612867,0.3549827578638351,nonDRNA
0.6149960116990162,0.37051980792683825,nonDRNA
0.57936718957724,0.29121518427084847,nonDRNA
0.4413719755384205,0.3130972205386986,nonDRNA
0.5368253124169104,0.18999377910753465,nonDRNA
0.5575644775325711,0.3032484061607995,nonDRNA
0.5580962509970752,0.3634054976339482,nonDRNA
0.5525126296197819,0.29337115240974937,nonDRNA
0.4809890986439776,0.43213611549163095,nonDRNA
0.4706195160861472,0.34896707894437473,nonDRNA
0.654347248072321,0.2737470277202525,nonDRNA
0.5953203935123637,0.31013254813458363,nonDRNA
0.36426482318532305,0.2682942250389208,nonDRNA
0.5852166976867854,0.4209563854713779,nonDRNA
0.57936718957724,0.45176272558250163,nonDRNA
0.5607551183195957,0.2648673015658062,nonDRNA
0.3453868651954268,0.3214271356054805,nonDRNA
0.5679340600904015,0.34725313440180733,nonDRNA
0.6280244615793672,0.33513185709224225,nonDRNA
0.6453070991757511,0.34169089849039747,nonDRNA
0.5599574581228396,0.4208551725384106,nonDRNA
0.4918904546663121,0.3664307936796779,DNA
0.49641052911459704,0.3118807593089281,nonDRNA
0.44961446423823437,0.27986415467821557,nonDRNA
0.5623504387131082,0.2664983378206583,nonDRNA
0.701675086413188,0.3633474685498485,nonDRNA
0.6136665780377558,0.29777913769536724,nonDRNA
0.5897367721350704,0.3872675759272486,nonDRNA
0.5862802446157935,0.29635679958626787,nonDRNA
0.43366126030311086,0.2522805152962515,nonDRNA
0.6777452805105025,0.3417485665195678,nonDRNA
0.6067535229992023,0.3371633704366813,nonDRNA
0.6615261898431268,0.27445006044395376,nonDRNA
0.5884073384738101,0.38339652970123483,nonDRNA
0.6115394841797394,0.33291482868716094,nonDRNA
0.6370646104759371,0.27818707132494025,nonDRNA
0.47779845785695296,0.25580631744023263,nonDRNA
0.48630683328901886,0.30788524149519997,nonDRNA
0.6647168306301515,0.5865470412757658,nonDRNA
0.5692634937516617,0.38909088652688434,nonDRNA
0.5963839404413719,0.31540326157878806,nonDRNA
0.2390321722946025,0.25976454583672925,nonDRNA
0.7053975006647167,0.3786885833390178,nonDRNA
0.4698218558893911,0.29036694868919094,nonDRNA
0.4254187716032969,0.37471012746985494,nonDRNA
0.530709917575113,0.29795963157350447,DNA
0.846583355490561,0.3612589505097138,RNA
0.509173092262696,0.3140185067688395,nonDRNA
0.557032704068067,0.32648766470108354,nonDRNA
0.4841797394310023,0.28306279907313336,nonDRNA
0.562084551980856,0.387060422760728,nonDRNA
0.4674288752991225,0.3458830820844443,nonDRNA
0.4855091730922626,0.3714544363961102,nonDRNA
0.5703270406806701,0.23210591618561544,nonDRNA
0.4482850305769741,0.23135018623549114,nonDRNA
0.6176548790215368,0.383781237926701,nonDRNA
0.5583621377293273,0.31543725951852464,nonDRNA
0.6684392448816804,0.3901016723963564,nonDRNA
0.4823185323052379,0.3906467813733138,nonDRNA
0.5942568465833553,0.35065187040055895,nonDRNA
0.5705929274129221,0.35163087503962775,nonDRNA
0.5514490826907736,0.3198394511320213,nonDRNA
0.5073118851369317,0.39761171568499526,nonDRNA
0.6926349375166179,0.28056923617872487,nonDRNA
0.6027652220154214,0.4215302109101529,nonDRNA
0.6822653549587875,0.30472600246733184,DNA
0.5243286360010635,0.6354901612867634,nonDRNA
0.66710981122042,0.3619251472340019,nonDRNA
0.553044403084286,0.36950746868150763,nonDRNA
0.5953203935123637,0.31937182622221366,nonDRNA
0.7290614198351502,0.28522605548363,nonDRNA
0.6160595586280244,0.37082041554365985,nonDRNA
0.7256048923158733,0.2840650623669491,nonDRNA
0.4201010369582557,0.34619589839585146,nonDRNA
0.5993086944961445,0.2836190167866359,nonDRNA
0.6017016750864131,0.31119029633474155,nonDRNA
0.6096782770539749,0.2854501362486957,nonDRNA
0.434724807232119,0.18931479432144893,nonDRNA
0.6189843126827971,0.33667367919305596,nonDRNA
0.5320393512363732,0.27965263526603856,nonDRNA
0.5360276522201541,0.323439244346627,nonDRNA
0.6564743419303376,0.2773662759179082,nonDRNA
0.5288487104493486,0.3313017276260053,nonDRNA
0.6208455198085614,0.4043058755929655,nonDRNA
0.6413187981919702,0.2862167986062138,RNA
0.6742887529912256,0.29771406384183335,RNA
0.4833820792342462,0.32654841429209225,nonDRNA
0.5666046264291411,0.39433802224454384,nonDRNA
0.49454932198883267,0.3778389707106531,nonDRNA
0.5490561021005052,0.2621793903599274,nonDRNA
0.6936984844456261,0.2544893485941008,RNA
